position select_coef p1_freq p2_freq fixed_since migr_rate mut_rate recomb_rate fitness_width output_gen rep
342501 -0.0765524 0 216 2150 0.0001 1e-06 1e-06 2 2500 0
387501 0.093088 1983 0 263 0.0001 1e-06 1e-06 2 2500 0
455001 -0.00740686 0 2 929 0.0001 1e-06 1e-06 2 2500 0
552502 -0.0663086 6 1995 149 0.0001 1e-06 1e-06 2 2500 0
552502 0.0273421 1994 5 688 0.0001 1e-06 1e-06 2 2500 0
567502 -0.0680876 3 1994 67 0.0001 1e-06 1e-06 2 2500 0
620002 0.0291567 2000 0 324 0.0001 1e-06 1e-06 2 2500 0
920001 -0.0525198 0 2000 30 0.0001 1e-06 1e-06 2 2500 0
1610002 0.0392116 1995 34 276 0.0001 1e-06 1e-06 2 2500 0
1737502 -0.0716546 9 0 2476 0.0001 1e-06 1e-06 2 2500 0
2037501 -0.026254 0 4 2457 0.0001 1e-06 1e-06 2 2500 0
2045002 -0.0620833 0 138 2353 0.0001 1e-06 1e-06 2 2500 0
2720002 0.005315 2 0 2478 0.0001 1e-06 1e-06 2 2500 0
2990001 -0.107282 0 1998 539 0.0001 1e-06 1e-06 2 2500 0
3207502 -0.0672571 22 2000 135 0.0001 1e-06 1e-06 2 2500 0
3710001 0.111713 1990 0 1412 0.0001 1e-06 1e-06 2 2500 0
3710001 -0.0255447 10 2000 302 0.0001 1e-06 1e-06 2 2500 0
3830002 0.0338826 0 10 2457 0.0001 1e-06 1e-06 2 2500 0
3897501 0.0224243 1 0 2500 0.0001 1e-06 1e-06 2 2500 0
4400002 -0.0311853 21 0 2442 0.0001 1e-06 1e-06 2 2500 0
4977501 0.113564 2000 19 1044 0.0001 1e-06 1e-06 2 2500 0
4977501 0.0576467 670 0 1911 0.0001 1e-06 1e-06 2 2500 0
4977502 0.0674424 117 0 2250 0.0001 1e-06 1e-06 2 2500 0
27501 0.00473154 9 0 4926 0.0001 1e-06 1e-06 2 5000 0
192501 -0.0104856 5 0 4997 0.0001 1e-06 1e-06 2 5000 0
342501 -0.0765524 11 2000 2150 0.0001 1e-06 1e-06 2 5000 0
387501 0.093088 2000 0 263 0.0001 1e-06 1e-06 2 5000 0
552502 0.0273421 2000 0 688 0.0001 1e-06 1e-06 2 5000 0
552502 -0.0663086 0 2000 149 0.0001 1e-06 1e-06 2 5000 0
567501 0.0176368 31 0 4666 0.0001 1e-06 1e-06 2 5000 0
567502 -0.0680876 0 2000 67 0.0001 1e-06 1e-06 2 5000 0
620002 0.0291567 2000 0 324 0.0001 1e-06 1e-06 2 5000 0
920001 -0.0525198 0 957 30 0.0001 1e-06 1e-06 2 5000 0
1610002 0.0392116 2000 0 276 0.0001 1e-06 1e-06 2 5000 0
2045002 -0.0620833 17 1772 2353 0.0001 1e-06 1e-06 2 5000 0
2990001 -0.107282 0 2000 539 0.0001 1e-06 1e-06 2 5000 0
3117501 0.0623091 0 10 4983 0.0001 1e-06 1e-06 2 5000 0
3207502 -0.0672571 0 2000 135 0.0001 1e-06 1e-06 2 5000 0
3710001 0.111713 2000 0 1412 0.0001 1e-06 1e-06 2 5000 0
3710001 -0.0255447 0 2000 302 0.0001 1e-06 1e-06 2 5000 0
3882501 0.0821516 68 0 4823 0.0001 1e-06 1e-06 2 5000 0
3882501 -0.0115007 1 0 4992 0.0001 1e-06 1e-06 2 5000 0
4070001 -0.035656 0 56 4892 0.0001 1e-06 1e-06 2 5000 0
4722501 -0.0112541 5 0 4684 0.0001 1e-06 1e-06 2 5000 0
4977501 0.113564 2000 0 1044 0.0001 1e-06 1e-06 2 5000 0
4977501 0.0576467 2000 0 1911 0.0001 1e-06 1e-06 2 5000 0
342501 -0.0765524 19 1993 2150 0.0001 1e-06 1e-06 2 7500 0
387501 0.093088 1979 14 263 0.0001 1e-06 1e-06 2 7500 0
552502 0.0273421 2000 3 688 0.0001 1e-06 1e-06 2 7500 0
552502 -0.0663086 0 1997 149 0.0001 1e-06 1e-06 2 7500 0
567501 -0.0918868 2 0 7499 0.0001 1e-06 1e-06 2 7500 0
567502 -0.0680876 0 1439 67 0.0001 1e-06 1e-06 2 7500 0
620002 0.0291567 2000 2 324 0.0001 1e-06 1e-06 2 7500 0
920001 -0.0525198 0 2000 30 0.0001 1e-06 1e-06 2 7500 0
1610002 0.0392116 1993 21 276 0.0001 1e-06 1e-06 2 7500 0
1737502 -0.0217845 0 15 7439 0.0001 1e-06 1e-06 2 7500 0
2045002 -0.0620833 0 2000 2353 0.0001 1e-06 1e-06 2 7500 0
2262501 0.0357025 167 0 7415 0.0001 1e-06 1e-06 2 7500 0
2262502 0.0248052 1 0 7498 0.0001 1e-06 1e-06 2 7500 0
2990001 -0.107282 0 2000 539 0.0001 1e-06 1e-06 2 7500 0
3087502 0.0975042 1 0 7496 0.0001 1e-06 1e-06 2 7500 0
3117501 0.0714311 1 0 7500 0.0001 1e-06 1e-06 2 7500 0
3132502 -0.028294 0 963 5683 0.0001 1e-06 1e-06 2 7500 0
3207502 -0.0672571 0 1889 135 0.0001 1e-06 1e-06 2 7500 0
3620001 0.0320004 0 1086 6182 0.0001 1e-06 1e-06 2 7500 0
3710001 -0.0255447 3 2000 302 0.0001 1e-06 1e-06 2 7500 0
3710001 -0.0592046 0 11 5829 0.0001 1e-06 1e-06 2 7500 0
3710001 0.111713 1997 0 1412 0.0001 1e-06 1e-06 2 7500 0
4310001 0.081896 11 0 7494 0.0001 1e-06 1e-06 2 7500 0
4662501 -0.041916 0 109 7323 0.0001 1e-06 1e-06 2 7500 0
4977501 0.0576467 2000 23 1911 0.0001 1e-06 1e-06 2 7500 0
4977501 0.113564 2000 23 1044 0.0001 1e-06 1e-06 2 7500 0
342501 -0.0765524 3 1962 2150 0.0001 1e-06 1e-06 2 10000 0
387501 0.093088 1897 0 263 0.0001 1e-06 1e-06 2 10000 0
552502 0.0273421 2000 4 688 0.0001 1e-06 1e-06 2 10000 0
552502 -0.0663086 0 1996 149 0.0001 1e-06 1e-06 2 10000 0
567502 -0.0680876 0 555 67 0.0001 1e-06 1e-06 2 10000 0
620002 0.0291567 2000 1 324 0.0001 1e-06 1e-06 2 10000 0
920001 -0.0525198 0 1989 30 0.0001 1e-06 1e-06 2 10000 0
1610001 -0.027517 0 1 9999 0.0001 1e-06 1e-06 2 10000 0
1610002 0.0392116 2000 4 276 0.0001 1e-06 1e-06 2 10000 0
2045002 -0.0620833 10 1972 2353 0.0001 1e-06 1e-06 2 10000 0
2262502 0.0143968 0 244 9575 0.0001 1e-06 1e-06 2 10000 0
2990001 -0.107282 0 1993 539 0.0001 1e-06 1e-06 2 10000 0
3132502 -0.028294 0 1993 5683 0.0001 1e-06 1e-06 2 10000 0
3207502 -0.0672571 0 1934 135 0.0001 1e-06 1e-06 2 10000 0
3710001 -0.0255447 0 1996 302 0.0001 1e-06 1e-06 2 10000 0
3710001 0.111713 2000 4 1412 0.0001 1e-06 1e-06 2 10000 0
3897502 0.0323648 183 0 9626 0.0001 1e-06 1e-06 2 10000 0
4160002 0.0543926 89 0 9866 0.0001 1e-06 1e-06 2 10000 0
4160002 -0.0325216 19 0 9971 0.0001 1e-06 1e-06 2 10000 0
4977501 0.0576467 2000 4 1911 0.0001 1e-06 1e-06 2 10000 0
4977501 0.113564 2000 4 1044 0.0001 1e-06 1e-06 2 10000 0
192502 -0.0346108 0 198 10546 0.0001 1e-06 1e-06 2 12500 0
342501 -0.0765524 0 1988 2150 0.0001 1e-06 1e-06 2 12500 0
387501 0.093088 2000 40 263 0.0001 1e-06 1e-06 2 12500 0
552502 0.0273421 1997 6 688 0.0001 1e-06 1e-06 2 12500 0
552502 -0.0663086 3 1994 149 0.0001 1e-06 1e-06 2 12500 0
620002 0.0291567 1908 1 324 0.0001 1e-06 1e-06 2 12500 0
920001 -0.0525198 0 2000 30 0.0001 1e-06 1e-06 2 12500 0
1610002 0.0392116 2000 2 276 0.0001 1e-06 1e-06 2 12500 0
1737502 -0.00121505 0 1307 11736 0.0001 1e-06 1e-06 2 12500 0
1917501 0.0429059 1 0 12496 0.0001 1e-06 1e-06 2 12500 0
2015002 0.053801 1 0 12499 0.0001 1e-06 1e-06 2 12500 0
2045002 -0.0620833 0 1999 2353 0.0001 1e-06 1e-06 2 12500 0
2262501 0.0537426 0 3 12492 0.0001 1e-06 1e-06 2 12500 0
2990001 -0.107282 0 2000 539 0.0001 1e-06 1e-06 2 12500 0
3132502 -0.028294 0 2000 5683 0.0001 1e-06 1e-06 2 12500 0
3207502 -0.0672571 0 2000 135 0.0001 1e-06 1e-06 2 12500 0
3710001 0.111713 2000 41 1412 0.0001 1e-06 1e-06 2 12500 0
3710001 -0.0255447 0 1959 302 0.0001 1e-06 1e-06 2 12500 0
4070001 -0.018934 1252 27 10338 0.0001 1e-06 1e-06 2 12500 0
4310002 -0.0366348 0 3 12497 0.0001 1e-06 1e-06 2 12500 0
4977501 0.0576467 2000 0 1911 0.0001 1e-06 1e-06 2 12500 0
4977501 0.113564 2000 0 1044 0.0001 1e-06 1e-06 2 12500 0
140001 0.0371986 593 0 14057 0.0001 1e-06 1e-06 2 15000 0
207501 -0.0477101 0 23 14952 0.0001 1e-06 1e-06 2 15000 0
342501 -0.0765524 0 2000 2150 0.0001 1e-06 1e-06 2 15000 0
387501 0.093088 2000 0 263 0.0001 1e-06 1e-06 2 15000 0
455001 -0.0733862 0 1 14998 0.0001 1e-06 1e-06 2 15000 0
455002 -0.0552494 1 0 15000 0.0001 1e-06 1e-06 2 15000 0
552502 0.0273421 1896 0 688 0.0001 1e-06 1e-06 2 15000 0
552502 -0.0663086 104 2000 149 0.0001 1e-06 1e-06 2 15000 0
620002 0.0291567 2000 0 324 0.0001 1e-06 1e-06 2 15000 0
747501 0.00288783 0 98 14835 0.0001 1e-06 1e-06 2 15000 0
747502 0.0158911 0 1 14999 0.0001 1e-06 1e-06 2 15000 0
920001 -0.0525198 0 2000 30 0.0001 1e-06 1e-06 2 15000 0
1610002 0.0392116 1840 0 276 0.0001 1e-06 1e-06 2 15000 0
1737502 -0.00121505 0 1962 11736 0.0001 1e-06 1e-06 2 15000 0
2045002 -0.0620833 0 2000 2353 0.0001 1e-06 1e-06 2 15000 0
2307501 -0.0249138 0 472 13357 0.0001 1e-06 1e-06 2 15000 0
2990001 -0.107282 0 2000 539 0.0001 1e-06 1e-06 2 15000 0
2990002 0.0564029 4 0 14997 0.0001 1e-06 1e-06 2 15000 0
3132502 -0.028294 0 1984 5683 0.0001 1e-06 1e-06 2 15000 0
3207502 -0.0672571 0 1514 135 0.0001 1e-06 1e-06 2 15000 0
3710001 0.111713 2000 0 1412 0.0001 1e-06 1e-06 2 15000 0
3710001 -0.0255447 0 2000 302 0.0001 1e-06 1e-06 2 15000 0
4070001 -0.018934 2000 1451 10338 0.0001 1e-06 1e-06 2 15000 0
4812502 0.0228037 270 0 14647 0.0001 1e-06 1e-06 2 15000 0
