position select_coef p1_freq p2_freq fixed_since migr_rate mut_rate recomb_rate fitness_width output_gen rep
27502 -0.0877183 0 2000 531 1e-05 1e-06 1e-06 5 2500 0
140002 0.0641473 1963 0 1414 1e-05 1e-06 1e-06 5 2500 0
342501 0.039188 2000 21 195 1e-05 1e-06 1e-06 5 2500 0
567502 0.0575305 0 184 2265 1e-05 1e-06 1e-06 5 2500 0
620002 0.0315296 2000 0 255 1e-05 1e-06 1e-06 5 2500 0
642501 0.0455677 0 6 2491 1e-05 1e-06 1e-06 5 2500 0
800001 -0.0598021 0 2000 738 1e-05 1e-06 1e-06 5 2500 0
1355001 -0.0219606 0 5 2438 1e-05 1e-06 1e-06 5 2500 0
1610001 0.0222314 1 0 2499 1e-05 1e-06 1e-06 5 2500 0
2030002 -0.0486092 0 1 2500 1e-05 1e-06 1e-06 5 2500 0
2330002 -0.0931814 0 212 2152 1e-05 1e-06 1e-06 5 2500 0
2495002 0.0948153 2000 0 1240 1e-05 1e-06 1e-06 5 2500 0
2720002 -0.11784 0 2000 289 1e-05 1e-06 1e-06 5 2500 0
3087501 -0.0265342 0 4 2496 1e-05 1e-06 1e-06 5 2500 0
3830002 -0.0659445 0 2000 623 1e-05 1e-06 1e-06 5 2500 0
4580002 -0.103354 39 0 2399 1e-05 1e-06 1e-06 5 2500 0
27502 -0.0877183 0 2000 531 1e-05 1e-06 1e-06 5 5000 0
140002 0.0641473 2000 0 1414 1e-05 1e-06 1e-06 5 5000 0
192502 -0.00721558 1 0 4998 1e-05 1e-06 1e-06 5 5000 0
342501 0.039188 2000 0 195 1e-05 1e-06 1e-06 5 5000 0
620002 0.0315296 2000 0 255 1e-05 1e-06 1e-06 5 5000 0
800001 -0.0598021 0 2000 738 1e-05 1e-06 1e-06 5 5000 0
800002 0.0512777 2000 0 3483 1e-05 1e-06 1e-06 5 5000 0
1617501 0.00560117 1911 0 3228 1e-05 1e-06 1e-06 5 5000 0
1617502 -0.0451199 0 42 4897 1e-05 1e-06 1e-06 5 5000 0
1677501 -0.0099418 0 126 3626 1e-05 1e-06 1e-06 5 5000 0
2037501 -0.0402563 0 28 4968 1e-05 1e-06 1e-06 5 5000 0
2150001 -0.0433121 4 0 4990 1e-05 1e-06 1e-06 5 5000 0
2330002 -0.0931814 0 2000 2152 1e-05 1e-06 1e-06 5 5000 0
2495002 0.0948153 2000 0 1240 1e-05 1e-06 1e-06 5 5000 0
2720002 -0.11784 0 2000 289 1e-05 1e-06 1e-06 5 5000 0
2990001 0.0545922 2 0 4997 1e-05 1e-06 1e-06 5 5000 0
3710002 0.0246373 0 71 4823 1e-05 1e-06 1e-06 5 5000 0
3830002 -0.0659445 0 2000 623 1e-05 1e-06 1e-06 5 5000 0
4160002 -0.0394695 0 66 4357 1e-05 1e-06 1e-06 5 5000 0
20001 0.0410765 4 0 7364 1e-05 1e-06 1e-06 5 7500 0
27502 -0.0877183 0 1939 531 1e-05 1e-06 1e-06 5 7500 0
140002 0.0641473 2000 25 1414 1e-05 1e-06 1e-06 5 7500 0
170001 -0.0173435 63 0 7331 1e-05 1e-06 1e-06 5 7500 0
342501 0.039188 2000 0 195 1e-05 1e-06 1e-06 5 7500 0
620002 0.0315296 2000 0 255 1e-05 1e-06 1e-06 5 7500 0
650002 0.0933962 2000 0 5031 1e-05 1e-06 1e-06 5 7500 0
800001 -0.0100786 1 0 7500 1e-05 1e-06 1e-06 5 7500 0
800001 -0.0598021 0 1945 738 1e-05 1e-06 1e-06 5 7500 0
800002 0.0512777 2000 55 3483 1e-05 1e-06 1e-06 5 7500 0
1467502 -0.0703183 6 0 7484 1e-05 1e-06 1e-06 5 7500 0
1617501 0.00560117 2000 0 3228 1e-05 1e-06 1e-06 5 7500 0
2015001 0.00825044 0 9 7466 1e-05 1e-06 1e-06 5 7500 0
2037501 -0.0402563 0 98 4968 1e-05 1e-06 1e-06 5 7500 0
2300002 0.0333301 263 0 7203 1e-05 1e-06 1e-06 5 7500 0
2330002 -0.0931814 0 2000 2152 1e-05 1e-06 1e-06 5 7500 0
2495002 0.0948153 2000 0 1240 1e-05 1e-06 1e-06 5 7500 0
2720002 -0.11784 0 2000 289 1e-05 1e-06 1e-06 5 7500 0
2720002 0.0760552 1109 0 6217 1e-05 1e-06 1e-06 5 7500 0
3020001 0.0286911 0 403 5119 1e-05 1e-06 1e-06 5 7500 0
3207501 -0.0351074 2 0 7480 1e-05 1e-06 1e-06 5 7500 0
3830002 -0.0659445 0 1725 623 1e-05 1e-06 1e-06 5 7500 0
4482501 0.0679695 745 0 5765 1e-05 1e-06 1e-06 5 7500 0
4977501 0.0171897 0 1 7499 1e-05 1e-06 1e-06 5 7500 0
27502 -0.0877183 89 2000 531 1e-05 1e-06 1e-06 5 10000 0
140002 0.0641473 2000 0 1414 1e-05 1e-06 1e-06 5 10000 0
342501 0.039188 2000 0 195 1e-05 1e-06 1e-06 5 10000 0
620002 0.0315296 2000 0 255 1e-05 1e-06 1e-06 5 10000 0
650002 0.0933962 2000 0 5031 1e-05 1e-06 1e-06 5 10000 0
800001 -0.0598021 43 2000 738 1e-05 1e-06 1e-06 5 10000 0
800002 0.0512777 1957 0 3483 1e-05 1e-06 1e-06 5 10000 0
1362502 -0.0221814 0 149 9381 1e-05 1e-06 1e-06 5 10000 0
1617501 0.00560117 2000 0 3228 1e-05 1e-06 1e-06 5 10000 0
2300002 0.0358797 41 0 9653 1e-05 1e-06 1e-06 5 10000 0
2330002 -0.0931814 0 2000 2152 1e-05 1e-06 1e-06 5 10000 0
2352501 -0.0331609 0 849 8856 1e-05 1e-06 1e-06 5 10000 0
2412502 0.0903575 1218 0 8014 1e-05 1e-06 1e-06 5 10000 0
2495002 0.0948153 2000 0 1240 1e-05 1e-06 1e-06 5 10000 0
2720002 0.0760552 2000 0 6217 1e-05 1e-06 1e-06 5 10000 0
2720002 -0.11784 0 2000 289 1e-05 1e-06 1e-06 5 10000 0
2892501 0.0433782 2000 0 7646 1e-05 1e-06 1e-06 5 10000 0
3620002 0.0186854 31 0 9976 1e-05 1e-06 1e-06 5 10000 0
3830002 -0.0659445 727 2000 623 1e-05 1e-06 1e-06 5 10000 0
3987501 -0.00518682 0 2 9994 1e-05 1e-06 1e-06 5 10000 0
27502 -0.0877183 0 2000 531 1e-05 1e-06 1e-06 5 12500 0
140002 0.0641473 2000 0 1414 1e-05 1e-06 1e-06 5 12500 0
192502 -0.0349789 5 0 11857 1e-05 1e-06 1e-06 5 12500 0
207501 -0.0675246 4 0 12488 1e-05 1e-06 1e-06 5 12500 0
342501 0.039188 1982 0 195 1e-05 1e-06 1e-06 5 12500 0
342501 0.032491 3 0 12493 1e-05 1e-06 1e-06 5 12500 0
620002 0.0315296 2000 0 255 1e-05 1e-06 1e-06 5 12500 0
650002 0.0933962 2000 0 5031 1e-05 1e-06 1e-06 5 12500 0
800001 -0.0598021 298 2000 738 1e-05 1e-06 1e-06 5 12500 0
800002 0.0512777 1702 0 3483 1e-05 1e-06 1e-06 5 12500 0
1617501 0.00560117 2000 0 3228 1e-05 1e-06 1e-06 5 12500 0
1617502 -0.00220821 0 8 12491 1e-05 1e-06 1e-06 5 12500 0
2330002 -0.0931814 0 2000 2152 1e-05 1e-06 1e-06 5 12500 0
2352501 -0.0331609 0 2000 8856 1e-05 1e-06 1e-06 5 12500 0
2390002 0.0535095 0 99 11994 1e-05 1e-06 1e-06 5 12500 0
2412502 0.0903575 156 0 8014 1e-05 1e-06 1e-06 5 12500 0
2495002 0.0948153 2000 0 1240 1e-05 1e-06 1e-06 5 12500 0
2720002 0.018301 0 9 12480 1e-05 1e-06 1e-06 5 12500 0
2720002 0.0760552 2000 0 6217 1e-05 1e-06 1e-06 5 12500 0
2720002 -0.11784 0 2000 289 1e-05 1e-06 1e-06 5 12500 0
2892501 0.0433782 2000 0 7646 1e-05 1e-06 1e-06 5 12500 0
3132502 0.037306 214 0 12148 1e-05 1e-06 1e-06 5 12500 0
3830002 -0.0659445 510 2000 623 1e-05 1e-06 1e-06 5 12500 0
3882501 -0.0384291 0 2 12489 1e-05 1e-06 1e-06 5 12500 0
4160001 0.0402112 0 52 11868 1e-05 1e-06 1e-06 5 12500 0
4617501 -0.00933646 4 0 12497 1e-05 1e-06 1e-06 5 12500 0
4812502 0.0692505 0 2 12484 1e-05 1e-06 1e-06 5 12500 0
27502 -0.0877183 0 2000 531 1e-05 1e-06 1e-06 5 15000 0
140002 0.0641473 2000 0 1414 1e-05 1e-06 1e-06 5 15000 0
342501 0.039188 2000 0 195 1e-05 1e-06 1e-06 5 15000 0
552502 0.0720873 0 12 14976 1e-05 1e-06 1e-06 5 15000 0
620002 0.0315296 2000 0 255 1e-05 1e-06 1e-06 5 15000 0
650002 0.0933962 2000 0 5031 1e-05 1e-06 1e-06 5 15000 0
800001 -0.0598021 0 2000 738 1e-05 1e-06 1e-06 5 15000 0
800002 0.0512777 2000 0 3483 1e-05 1e-06 1e-06 5 15000 0
1362501 0.0106857 0 10 14684 1e-05 1e-06 1e-06 5 15000 0
1617501 0.00560117 2000 0 3228 1e-05 1e-06 1e-06 5 15000 0
1970001 -0.0223323 98 0 14440 1e-05 1e-06 1e-06 5 15000 0
2300001 0.0756224 2 0 14996 1e-05 1e-06 1e-06 5 15000 0
2330002 -0.0931814 0 1999 2152 1e-05 1e-06 1e-06 5 15000 0
2352501 -0.0331609 0 1999 8856 1e-05 1e-06 1e-06 5 15000 0
2495002 0.0948153 2000 7 1240 1e-05 1e-06 1e-06 5 15000 0
2720002 0.0760552 2000 0 6217 1e-05 1e-06 1e-06 5 15000 0
2720002 -0.11784 0 2000 289 1e-05 1e-06 1e-06 5 15000 0
2892501 0.0433782 2000 5 7646 1e-05 1e-06 1e-06 5 15000 0
3005001 -0.0283964 0 3 14998 1e-05 1e-06 1e-06 5 15000 0
3747502 -0.0247745 96 0 14446 1e-05 1e-06 1e-06 5 15000 0
3830002 -0.0659445 157 2000 623 1e-05 1e-06 1e-06 5 15000 0
