position select_coef p1_freq p2_freq fixed_since migr_rate mut_rate recomb_rate fitness_width output_gen rep
20001 -0.0709992 0 2000 486 1e-05 1e-06 1e-08 2 2500 0
27501 0.0373791 1974 0 1443 1e-05 1e-06 1e-08 2 2500 0
387501 0.0770333 2000 0 563 1e-05 1e-06 1e-08 2 2500 0
642502 0.0344503 0 1 2500 1e-05 1e-06 1e-08 2 2500 0
650002 -0.0819446 0 2000 1419 1e-05 1e-06 1e-08 2 2500 0
1610001 -0.0528295 0 22 2353 1e-05 1e-06 1e-08 2 2500 0
1617502 0.0179312 278 0 1533 1e-05 1e-06 1e-08 2 2500 0
1917502 0.014436 0 1 2499 1e-05 1e-06 1e-08 2 2500 0
1970001 0.0193523 1978 0 338 1e-05 1e-06 1e-08 2 2500 0
1970001 -0.109512 0 2000 636 1e-05 1e-06 1e-08 2 2500 0
2045002 0.0186053 26 0 2486 1e-05 1e-06 1e-08 2 2500 0
2150001 -0.00476014 0 14 2435 1e-05 1e-06 1e-08 2 2500 0
2210002 0.0931499 2000 0 979 1e-05 1e-06 1e-08 2 2500 0
2330001 0.0492153 2000 0 1014 1e-05 1e-06 1e-08 2 2500 0
2892502 0.0125375 1 0 2500 1e-05 1e-06 1e-08 2 2500 0
3005001 0.0655781 78 0 2323 1e-05 1e-06 1e-08 2 2500 0
3507502 -0.0591737 0 2000 559 1e-05 1e-06 1e-08 2 2500 0
3620002 0.0229925 134 0 2433 1e-05 1e-06 1e-08 2 2500 0
3710001 -0.0493926 0 556 1740 1e-05 1e-06 1e-08 2 2500 0
3830001 0.0686308 0 14 2481 1e-05 1e-06 1e-08 2 2500 0
3987501 0.0601814 1909 0 2021 1e-05 1e-06 1e-08 2 2500 0
3987501 0.0138487 18 0 2384 1e-05 1e-06 1e-08 2 2500 0
4070002 -0.0597316 0 2000 58 1e-05 1e-06 1e-08 2 2500 0
4092501 0.0101621 166 0 2325 1e-05 1e-06 1e-08 2 2500 0
4662501 -0.0409361 0 1014 1378 1e-05 1e-06 1e-08 2 2500 0
4812501 -0.0216153 50 0 2266 1e-05 1e-06 1e-08 2 2500 0
20001 -0.0709992 0 2000 486 1e-05 1e-06 1e-08 2 5000 0
27501 0.0373791 2000 0 1443 1e-05 1e-06 1e-08 2 5000 0
387501 0.0770333 2000 0 563 1e-05 1e-06 1e-08 2 5000 0
620001 0.0427897 16 0 4194 1e-05 1e-06 1e-08 2 5000 0
620001 -0.0229689 5 0 4997 1e-05 1e-06 1e-08 2 5000 0
650002 -0.0819446 0 2000 1419 1e-05 1e-06 1e-08 2 5000 0
1617502 0.0179312 1707 0 1533 1e-05 1e-06 1e-08 2 5000 0
1970001 0.0193523 2000 0 338 1e-05 1e-06 1e-08 2 5000 0
1970001 -0.109512 0 2000 636 1e-05 1e-06 1e-08 2 5000 0
1970002 -0.0810232 0 105 4549 1e-05 1e-06 1e-08 2 5000 0
2210002 0.0931499 2000 0 979 1e-05 1e-06 1e-08 2 5000 0
2300002 0.038668 2000 0 2647 1e-05 1e-06 1e-08 2 5000 0
2307502 -0.0556895 17 0 4981 1e-05 1e-06 1e-08 2 5000 0
2330001 0.0492153 2000 0 1014 1e-05 1e-06 1e-08 2 5000 0
2892501 0.0592102 0 1 4997 1e-05 1e-06 1e-08 2 5000 0
3005001 0.0655781 2000 0 2323 1e-05 1e-06 1e-08 2 5000 0
3005002 0.0463042 39 0 4921 1e-05 1e-06 1e-08 2 5000 0
3507502 -0.0591737 0 2000 559 1e-05 1e-06 1e-08 2 5000 0
3710001 -0.0493926 0 1688 1740 1e-05 1e-06 1e-08 2 5000 0
3882501 -0.00817002 192 0 4732 1e-05 1e-06 1e-08 2 5000 0
3882502 -0.0131121 2 0 4998 1e-05 1e-06 1e-08 2 5000 0
3987501 0.0601814 2000 0 2021 1e-05 1e-06 1e-08 2 5000 0
4070002 -0.0597316 0 2000 58 1e-05 1e-06 1e-08 2 5000 0
4662501 -0.0409361 0 2000 1378 1e-05 1e-06 1e-08 2 5000 0
20001 -0.0709992 0 2000 486 1e-05 1e-06 1e-08 2 7500 0
27501 0.0373791 2000 0 1443 1e-05 1e-06 1e-08 2 7500 0
387501 0.0770333 2000 0 563 1e-05 1e-06 1e-08 2 7500 0
455001 -0.0532613 84 0 7284 1e-05 1e-06 1e-08 2 7500 0
620002 -0.0499026 132 0 5279 1e-05 1e-06 1e-08 2 7500 0
650002 -0.0819446 0 2000 1419 1e-05 1e-06 1e-08 2 7500 0
1617501 -0.0783233 0 273 6356 1e-05 1e-06 1e-08 2 7500 0
1617502 0.0179312 2000 0 1533 1e-05 1e-06 1e-08 2 7500 0
