position select_coef p1_freq p2_freq fixed_since migr_rate mut_rate recomb_rate fitness_width output_gen rep
342502 -0.0436819 0 1 2499 0.0001 1e-06 1e-06 25 2500 0
800001 0.0227031 0 79 2272 0.0001 1e-06 1e-06 25 2500 0
1610002 -0.0263441 1 0 2500 0.0001 1e-06 1e-06 25 2500 0
1662502 -0.0163674 21 0 2462 0.0001 1e-06 1e-06 25 2500 0
1677502 0.0409118 0 6 2488 0.0001 1e-06 1e-06 25 2500 0
2307502 -8.02568e-05 0 2 2495 0.0001 1e-06 1e-06 25 2500 0
2330001 -0.00699 278 0 1296 0.0001 1e-06 1e-06 25 2500 0
2352501 -0.00999324 0 13 2455 0.0001 1e-06 1e-06 25 2500 0
2720002 0.049951 0 38 2426 0.0001 1e-06 1e-06 25 2500 0
3207502 -0.0304958 4 0 2497 0.0001 1e-06 1e-06 25 2500 0
3897501 -0.037526 30 0 2428 0.0001 1e-06 1e-06 25 2500 0
4122501 0.0163577 1 0 2499 0.0001 1e-06 1e-06 25 2500 0
140001 0.0108638 43 0 4182 0.0001 1e-06 1e-06 25 5000 0
207501 0.0306853 0 2 4998 0.0001 1e-06 1e-06 25 5000 0
920001 -0.0152247 3 373 4439 0.0001 1e-06 1e-06 25 5000 0
1677502 -0.0741887 7 0 4813 0.0001 1e-06 1e-06 25 5000 0
1970002 0.0894935 0 37 4936 0.0001 1e-06 1e-06 25 5000 0
2030001 0.0260911 728 0 4043 0.0001 1e-06 1e-06 25 5000 0
2030002 -0.134108 60 937 3921 0.0001 1e-06 1e-06 25 5000 0
2330001 -0.00699 1300 3 1296 0.0001 1e-06 1e-06 25 5000 0
2390001 -0.0300822 229 0 4217 0.0001 1e-06 1e-06 25 5000 0
3620002 0.0805535 148 0 4574 0.0001 1e-06 1e-06 25 5000 0
3897501 -0.011633 3 0 4982 0.0001 1e-06 1e-06 25 5000 0
4617502 -0.000254619 1 0 5000 0.0001 1e-06 1e-06 25 5000 0
4895002 -0.0315417 60 253 3931 0.0001 1e-06 1e-06 25 5000 0
20002 0.0166481 3 0 7490 0.0001 1e-06 1e-06 25 7500 0
27502 0.0156182 0 3 7480 0.0001 1e-06 1e-06 25 7500 0
140002 0.0177442 192 5 7261 0.0001 1e-06 1e-06 25 7500 0
170002 -0.0084096 20 0 7368 0.0001 1e-06 1e-06 25 7500 0
567501 0.0154744 0 306 5927 0.0001 1e-06 1e-06 25 7500 0
920001 -0.0152247 0 183 4439 0.0001 1e-06 1e-06 25 7500 0
1677502 -0.0741887 40 1015 4813 0.0001 1e-06 1e-06 25 7500 0
2030002 -0.134108 2 1994 3921 0.0001 1e-06 1e-06 25 7500 0
2412502 0.0577227 0 355 6931 0.0001 1e-06 1e-06 25 7500 0
3117501 -0.0643434 0 106 7375 0.0001 1e-06 1e-06 25 7500 0
3470001 0.0199199 1 0 7500 0.0001 1e-06 1e-06 25 7500 0
3620002 0.0805535 1974 10 4574 0.0001 1e-06 1e-06 25 7500 0
3747502 -0.00582328 1 0 7493 0.0001 1e-06 1e-06 25 7500 0
4122502 0.0202226 1698 127 5917 0.0001 1e-06 1e-06 25 7500 0
4310001 -0.0929034 1 0 7499 0.0001 1e-06 1e-06 25 7500 0
4722502 0.0339114 129 826 6955 0.0001 1e-06 1e-06 25 7500 0
4895002 -0.0315417 1 1378 3931 0.0001 1e-06 1e-06 25 7500 0
27501 -0.0571883 4 0 9980 0.0001 1e-06 1e-06 25 10000 0
140002 0.0177442 1777 39 7261 0.0001 1e-06 1e-06 25 10000 0
920002 0.0648755 0 43 9976 0.0001 1e-06 1e-06 25 10000 0
1677501 -0.0592044 6 0 9988 0.0001 1e-06 1e-06 25 10000 0
1677502 -0.0741887 51 1934 4813 0.0001 1e-06 1e-06 25 10000 0
2030002 -0.134108 16 2000 3921 0.0001 1e-06 1e-06 25 10000 0
3020001 -0.0333616 1 0 10000 0.0001 1e-06 1e-06 25 10000 0
3132502 -0.0581816 0 50 9933 0.0001 1e-06 1e-06 25 10000 0
3620002 0.0805535 1957 4 4574 0.0001 1e-06 1e-06 25 10000 0
3747502 0.0503572 488 48 9459 0.0001 1e-06 1e-06 25 10000 0
3747502 -0.0020208 29 0 8425 0.0001 1e-06 1e-06 25 10000 0
3882502 0.0901208 1532 0 9239 0.0001 1e-06 1e-06 25 10000 0
4122502 0.0202226 1893 99 5917 0.0001 1e-06 1e-06 25 10000 0
4400002 -0.0564001 5 0 9973 0.0001 1e-06 1e-06 25 10000 0
140002 0.0177442 1989 788 7261 0.0001 1e-06 1e-06 25 12500 0
650002 -0.0390042 0 3 12491 0.0001 1e-06 1e-06 25 12500 0
920001 -0.0742829 0 70 12420 0.0001 1e-06 1e-06 25 12500 0
1677502 -0.0741887 18 1767 4813 0.0001 1e-06 1e-06 25 12500 0
1970001 0.0525244 17 0 12430 0.0001 1e-06 1e-06 25 12500 0
2030002 -0.134108 132 1997 3921 0.0001 1e-06 1e-06 25 12500 0
2210002 -0.0173326 6 0 12480 0.0001 1e-06 1e-06 25 12500 0
2330002 0.0131803 0 99 10954 0.0001 1e-06 1e-06 25 12500 0
2495002 0.0469324 0 49 12377 0.0001 1e-06 1e-06 25 12500 0
3087502 -0.0308498 0 38 12385 0.0001 1e-06 1e-06 25 12500 0
3620002 0.0805535 1845 105 4574 0.0001 1e-06 1e-06 25 12500 0
3830002 0.00632632 0 29 12466 0.0001 1e-06 1e-06 25 12500 0
3882502 0.0901208 2000 2 9239 0.0001 1e-06 1e-06 25 12500 0
4122502 0.0202226 1741 4 5917 0.0001 1e-06 1e-06 25 12500 0
140002 0.0177442 1986 129 7261 0.0001 1e-06 1e-06 25 15000 0
920001 -0.000464721 0 6 14998 0.0001 1e-06 1e-06 25 15000 0
1362502 0.0428731 111 0 14747 0.0001 1e-06 1e-06 25 15000 0
1610001 -0.12034 0 197 14890 0.0001 1e-06 1e-06 25 15000 0
1677502 -0.0741887 2 1976 4813 0.0001 1e-06 1e-06 25 15000 0
2015002 -0.0373574 1 0 14985 0.0001 1e-06 1e-06 25 15000 0
2030002 -0.134108 1 1992 3921 0.0001 1e-06 1e-06 25 15000 0
2030002 0.0831226 10 0 14977 0.0001 1e-06 1e-06 25 15000 0
2112501 0.0535321 0 3 14970 0.0001 1e-06 1e-06 25 15000 0
2330002 0.0131803 234 748 10954 0.0001 1e-06 1e-06 25 15000 0
3087502 0.0733915 0 35 14919 0.0001 1e-06 1e-06 25 15000 0
