position select_coef p1_freq p2_freq fixed_since migr_rate mut_rate recomb_rate fitness_width output_gen rep
27501 -0.0590948 0 1698 1263 0.0001 1e-06 1e-07 2 2500 0
132502 0.0927332 1717 0 1603 0.0001 1e-06 1e-07 2 2500 0
140002 -0.0885091 0 2000 709 0.0001 1e-06 1e-07 2 2500 0
387501 0.124072 2000 0 10 0.0001 1e-06 1e-07 2 2500 0
387502 -0.0467706 57 0 2106 0.0001 1e-06 1e-07 2 2500 0
552502 0.0708327 2000 0 266 0.0001 1e-06 1e-07 2 2500 0
620002 0.105175 2000 0 94 0.0001 1e-06 1e-07 2 2500 0
800002 0.0311283 0 15 2384 0.0001 1e-06 1e-07 2 2500 0
1467501 -0.0677657 0 2000 264 0.0001 1e-06 1e-07 2 2500 0
1610002 -0.0737122 0 2000 432 0.0001 1e-06 1e-07 2 2500 0
2015002 -0.0373939 0 2000 215 0.0001 1e-06 1e-07 2 2500 0
2150001 -0.051691 0 2000 79 0.0001 1e-06 1e-07 2 2500 0
2352501 0.107786 2000 0 182 0.0001 1e-06 1e-07 2 2500 0
2990002 0.0938579 14 0 2447 0.0001 1e-06 1e-07 2 2500 0
3020002 0.0309516 0 13 2434 0.0001 1e-06 1e-07 2 2500 0
3470002 -0.0525522 24 2000 429 0.0001 1e-06 1e-07 2 2500 0
4160001 -0.0344148 336 1954 629 0.0001 1e-06 1e-07 2 2500 0
4580002 0.0336387 21 0 2482 0.0001 1e-06 1e-07 2 2500 0
4962501 -0.030219 0 10 2482 0.0001 1e-06 1e-07 2 2500 0
27501 -0.0590948 0 2000 1263 0.0001 1e-06 1e-07 2 5000 0
132502 0.0927332 2000 0 1603 0.0001 1e-06 1e-07 2 5000 0
140002 -0.0885091 0 2000 709 0.0001 1e-06 1e-07 2 5000 0
387501 0.124072 2000 0 10 0.0001 1e-06 1e-07 2 5000 0
552502 0.0708327 2000 0 266 0.0001 1e-06 1e-07 2 5000 0
620002 0.105175 2000 0 94 0.0001 1e-06 1e-07 2 5000 0
650001 -0.00498611 18 0 4981 0.0001 1e-06 1e-07 2 5000 0
1355001 0.0285244 1 0 5000 0.0001 1e-06 1e-07 2 5000 0
1467501 -0.0677657 0 2000 264 0.0001 1e-06 1e-07 2 5000 0
1610002 -0.0737122 0 2000 432 0.0001 1e-06 1e-07 2 5000 0
1617502 -0.014945 523 0 4462 0.0001 1e-06 1e-07 2 5000 0
2015002 -0.0373939 0 2000 215 0.0001 1e-06 1e-07 2 5000 0
2045001 -0.0495328 5 0 4973 0.0001 1e-06 1e-07 2 5000 0
2150001 -0.051691 0 2000 79 0.0001 1e-06 1e-07 2 5000 0
2210001 0.000877228 0 67 4934 0.0001 1e-06 1e-07 2 5000 0
2210002 0.0098826 3 0 4989 0.0001 1e-06 1e-07 2 5000 0
2352501 0.107786 2000 0 182 0.0001 1e-06 1e-07 2 5000 0
2720001 -0.0372931 0 24 4766 0.0001 1e-06 1e-07 2 5000 0
3470002 -0.0525522 0 2000 429 0.0001 1e-06 1e-07 2 5000 0
4122501 -0.00946428 2000 0 2679 0.0001 1e-06 1e-07 2 5000 0
4160001 -0.0344148 763 2000 629 0.0001 1e-06 1e-07 2 5000 0
27501 0.0160738 0 1 7499 0.0001 1e-06 1e-07 2 7500 0
27501 -0.0590948 1 2000 1263 0.0001 1e-06 1e-07 2 7500 0
132502 0.0927332 1999 0 1603 0.0001 1e-06 1e-07 2 7500 0
140002 -0.0885091 1 2000 709 0.0001 1e-06 1e-07 2 7500 0
387501 0.124072 1999 0 10 0.0001 1e-06 1e-07 2 7500 0
552502 0.0708327 1999 0 266 0.0001 1e-06 1e-07 2 7500 0
620002 0.105175 1999 0 94 0.0001 1e-06 1e-07 2 7500 0
650002 -0.00798781 60 0 6544 0.0001 1e-06 1e-07 2 7500 0
1467501 -0.0677657 1 2000 264 0.0001 1e-06 1e-07 2 7500 0
1610001 -0.0163728 0 5 7495 0.0001 1e-06 1e-07 2 7500 0
1610002 -0.0737122 1 2000 432 0.0001 1e-06 1e-07 2 7500 0
2015002 -0.0373939 1 2000 215 0.0001 1e-06 1e-07 2 7500 0
2150001 -0.051691 1 2000 79 0.0001 1e-06 1e-07 2 7500 0
2262501 -0.012735 0 30 7235 0.0001 1e-06 1e-07 2 7500 0
2352501 0.107786 1999 0 182 0.0001 1e-06 1e-07 2 7500 0
2990002 0.00261685 0 1 7498 0.0001 1e-06 1e-07 2 7500 0
3132502 -0.040773 1 612 5738 0.0001 1e-06 1e-07 2 7500 0
3470002 -0.0525522 1 1998 429 0.0001 1e-06 1e-07 2 7500 0
4122501 -0.00946428 1999 0 2679 0.0001 1e-06 1e-07 2 7500 0
4160001 -0.0344148 1 2000 629 0.0001 1e-06 1e-07 2 7500 0
4400001 -0.00634335 44 0 7452 0.0001 1e-06 1e-07 2 7500 0
4895001 0.0411635 3 0 7485 0.0001 1e-06 1e-07 2 7500 0
4962502 -0.0682355 277 0 7229 0.0001 1e-06 1e-07 2 7500 0
27501 -0.0590948 0 2000 1263 0.0001 1e-06 1e-07 2 10000 0
132502 0.0927332 2000 0 1603 0.0001 1e-06 1e-07 2 10000 0
132502 -0.0487283 0 30 9917 0.0001 1e-06 1e-07 2 10000 0
140002 -0.0885091 0 2000 709 0.0001 1e-06 1e-07 2 10000 0
207502 0.0523023 0 2 9998 0.0001 1e-06 1e-07 2 10000 0
387501 0.124072 2000 0 10 0.0001 1e-06 1e-07 2 10000 0
552501 -0.0687763 71 0 9632 0.0001 1e-06 1e-07 2 10000 0
