position select_coef p1_freq p2_freq fixed_since migr_rate mut_rate recomb_rate fitness_width output_gen rep
170001 -0.0798071 0 2000 1625 0.0001 1e-06 1e-08 2 2500 0
342502 0.061044 2000 0 482 0.0001 1e-06 1e-08 2 2500 0
620001 0.140136 2000 0 676 0.0001 1e-06 1e-08 2 2500 0
650002 -0.0187607 3 0 2495 0.0001 1e-06 1e-08 2 2500 0
747502 -0.0401177 0 2000 311 0.0001 1e-06 1e-08 2 2500 0
1355001 0.0497288 2000 0 133 0.0001 1e-06 1e-08 2 2500 0
1362501 0.063944 2 0 2497 0.0001 1e-06 1e-08 2 2500 0
1632502 -0.185302 0 2000 1124 0.0001 1e-06 1e-08 2 2500 0
1662502 0.0189208 34 0 2484 0.0001 1e-06 1e-08 2 2500 0
1677502 0.1524 2 0 2490 0.0001 1e-06 1e-08 2 2500 0
2015001 0.0682145 2000 0 228 0.0001 1e-06 1e-08 2 2500 0
2330001 0.0707862 8 0 2468 0.0001 1e-06 1e-08 2 2500 0
2457501 -0.0179917 0 2000 911 0.0001 1e-06 1e-08 2 2500 0
3005001 -0.0302673 0 1323 1728 0.0001 1e-06 1e-08 2 2500 0
3020002 -0.0520697 0 532 1727 0.0001 1e-06 1e-08 2 2500 0
3117501 0.111993 2000 0 673 0.0001 1e-06 1e-08 2 2500 0
4122502 0.0130007 2000 0 26 0.0001 1e-06 1e-08 2 2500 0
27502 -0.0674432 0 35 4838 0.0001 1e-06 1e-08 2 5000 0
170001 -0.0798071 4 2000 1625 0.0001 1e-06 1e-08 2 5000 0
192502 -0.0778587 4 2000 2804 0.0001 1e-06 1e-08 2 5000 0
342502 0.061044 1996 0 482 0.0001 1e-06 1e-08 2 5000 0
620001 0.140136 1996 0 676 0.0001 1e-06 1e-08 2 5000 0
747502 -0.0401177 4 2000 311 0.0001 1e-06 1e-08 2 5000 0
1355001 0.0497288 1996 0 133 0.0001 1e-06 1e-08 2 5000 0
1632502 -0.185302 4 2000 1124 0.0001 1e-06 1e-08 2 5000 0
2015001 0.0682145 1996 0 228 0.0001 1e-06 1e-08 2 5000 0
2015002 -0.0865086 4 2000 2576 0.0001 1e-06 1e-08 2 5000 0
2112501 -0.00143179 4 546 4310 0.0001 1e-06 1e-08 2 5000 0
2150002 -2.31609e-05 1 0 5000 0.0001 1e-06 1e-08 2 5000 0
2457501 -0.0179917 4 2000 911 0.0001 1e-06 1e-08 2 5000 0
3005001 -0.0302673 4 2000 1728 0.0001 1e-06 1e-08 2 5000 0
3020001 -0.0314765 0 4 4999 0.0001 1e-06 1e-08 2 5000 0
3117501 0.111993 1996 0 673 0.0001 1e-06 1e-08 2 5000 0
4122502 0.0130007 1996 0 26 0.0001 1e-06 1e-08 2 5000 0
4400002 0.013834 3 0 4984 0.0001 1e-06 1e-08 2 5000 0
