position select_coef p1_freq p2_freq fixed_since migr_rate mut_rate recomb_rate fitness_width output_gen rep
455002 0.0408905 2000 0 341 1e-05 1e-06 1e-06 2 2500 0
537501 0.0342683 1460 0 1211 1e-05 1e-06 1e-06 2 2500 0
1310002 -0.0963614 0 2000 136 1e-05 1e-06 1e-06 2 2500 0
1355001 -0.00553609 2 0 2499 1e-05 1e-06 1e-06 2 2500 0
1355001 -0.00669803 129 0 1541 1e-05 1e-06 1e-06 2 2500 0
1362501 0.101134 8 0 2492 1e-05 1e-06 1e-06 2 2500 0
2112502 -0.00944555 7 0 2495 1e-05 1e-06 1e-06 2 2500 0
2262501 -0.0683606 0 1709 1710 1e-05 1e-06 1e-06 2 2500 0
2300001 -0.0842164 0 149 1744 1e-05 1e-06 1e-06 2 2500 0
2352502 0.0520996 1 0 2500 1e-05 1e-06 1e-06 2 2500 0
2990002 0.0749964 2000 0 389 1e-05 1e-06 1e-06 2 2500 0
3005001 -0.0234421 0 2000 41 1e-05 1e-06 1e-06 2 2500 0
3620002 0.0895913 1151 0 1380 1e-05 1e-06 1e-06 2 2500 0
3620002 0.0623493 2000 0 363 1e-05 1e-06 1e-06 2 2500 0
3620002 0.0683883 849 0 1609 1e-05 1e-06 1e-06 2 2500 0
3830001 0.057743 2000 0 797 1e-05 1e-06 1e-06 2 2500 0
4122501 0.0228096 2000 0 608 1e-05 1e-06 1e-06 2 2500 0
4160001 -0.101441 0 2000 1060 1e-05 1e-06 1e-06 2 2500 0
4662502 0.0248945 0 1 2500 1e-05 1e-06 1e-06 2 2500 0
4812502 0.0533634 2000 0 478 1e-05 1e-06 1e-06 2 2500 0
4895001 -0.0645086 0 2000 1136 1e-05 1e-06 1e-06 2 2500 0
4895001 0.0463066 0 1 2499 1e-05 1e-06 1e-06 2 2500 0
4895002 -0.0368172 0 2000 154 1e-05 1e-06 1e-06 2 2500 0
4977501 -0.0354484 0 2000 336 1e-05 1e-06 1e-06 2 2500 0
455002 0.0408905 2000 0 341 1e-05 1e-06 1e-06 2 5000 0
537501 0.0342683 2000 0 1211 1e-05 1e-06 1e-06 2 5000 0
1310002 -0.0963614 0 2000 136 1e-05 1e-06 1e-06 2 5000 0
1362501 0.101134 1019 0 2492 1e-05 1e-06 1e-06 2 5000 0
2262501 -0.0683606 0 2000 1710 1e-05 1e-06 1e-06 2 5000 0
2990001 0.0113786 624 0 2706 1e-05 1e-06 1e-06 2 5000 0
2990002 0.0749964 2000 0 389 1e-05 1e-06 1e-06 2 5000 0
3005001 -0.0234421 0 2000 41 1e-05 1e-06 1e-06 2 5000 0
3087502 -0.0312081 0 2000 2744 1e-05 1e-06 1e-06 2 5000 0
3117501 0.0132724 1 0 5000 1e-05 1e-06 1e-06 2 5000 0
3620002 0.0895913 2000 0 1380 1e-05 1e-06 1e-06 2 5000 0
