position select_coef p1_freq p2_freq fixed_since migr_rate mut_rate recomb_rate fitness_width output_gen rep
552502 -0.0322622 0 2000 480 1e-05 1e-06 1e-08 5 2500 0
567501 -0.0278992 0 75 2440 1e-05 1e-06 1e-08 5 2500 0
1632502 0.0952741 2000 0 299 1e-05 1e-06 1e-08 5 2500 0
2015001 -0.0399488 0 2000 174 1e-05 1e-06 1e-08 5 2500 0
2015002 -0.0236835 0 3 2497 1e-05 1e-06 1e-08 5 2500 0
2457502 -0.0403728 0 2000 670 1e-05 1e-06 1e-08 5 2500 0
3020001 0.0486093 0 1 2499 1e-05 1e-06 1e-08 5 2500 0
3207501 0.0899228 271 0 2049 1e-05 1e-06 1e-08 5 2500 0
4662501 0.0197542 3 0 2495 1e-05 1e-06 1e-08 5 2500 0
4895001 0.0952589 2000 0 934 1e-05 1e-06 1e-08 5 2500 0
4962502 0.126951 2000 0 1162 1e-05 1e-06 1e-08 5 2500 0
207502 0.0201142 0 3 4980 1e-05 1e-06 1e-08 5 5000 0
342502 -0.0501937 13 0 4939 1e-05 1e-06 1e-08 5 5000 0
552501 -0.0297594 39 0 4824 1e-05 1e-06 1e-08 5 5000 0
552502 -0.0322622 0 2000 480 1e-05 1e-06 1e-08 5 5000 0
650001 0.0235974 0 211 3952 1e-05 1e-06 1e-08 5 5000 0
1467502 -0.0372421 0 666 3530 1e-05 1e-06 1e-08 5 5000 0
1632502 0.0952741 2000 0 299 1e-05 1e-06 1e-08 5 5000 0
2015001 -0.0399488 0 2000 174 1e-05 1e-06 1e-08 5 5000 0
2457502 -0.0403728 0 2000 670 1e-05 1e-06 1e-08 5 5000 0
2495001 -0.0692429 0 2000 3772 1e-05 1e-06 1e-08 5 5000 0
2892501 -0.00607746 149 0 4709 1e-05 1e-06 1e-08 5 5000 0
3117501 -0.081791 0 7 4752 1e-05 1e-06 1e-08 5 5000 0
3117501 -0.106071 0 2000 3274 1e-05 1e-06 1e-08 5 5000 0
3207501 0.0899228 2000 0 2049 1e-05 1e-06 1e-08 5 5000 0
3897502 -0.0319708 0 3 4998 1e-05 1e-06 1e-08 5 5000 0
3987501 -0.0634394 0 28 4676 1e-05 1e-06 1e-08 5 5000 0
3987501 0.0120291 0 9 4980 1e-05 1e-06 1e-08 5 5000 0
4092501 -0.0519865 0 46 4959 1e-05 1e-06 1e-08 5 5000 0
4895001 0.0505413 55 0 4781 1e-05 1e-06 1e-08 5 5000 0
4895001 0.0952589 2000 0 934 1e-05 1e-06 1e-08 5 5000 0
4962502 0.126951 2000 0 1162 1e-05 1e-06 1e-08 5 5000 0
4962502 -0.0719946 0 2 4469 1e-05 1e-06 1e-08 5 5000 0
552502 -0.0322622 0 2000 480 1e-05 1e-06 1e-08 5 7500 0
800001 0.0932605 137 0 7287 1e-05 1e-06 1e-08 5 7500 0
1310002 0.072587 808 0 6163 1e-05 1e-06 1e-08 5 7500 0
1467502 -0.0372421 0 2000 3530 1e-05 1e-06 1e-08 5 7500 0
1632502 0.0952741 2000 0 299 1e-05 1e-06 1e-08 5 7500 0
1662501 0.0319593 6 0 7495 1e-05 1e-06 1e-08 5 7500 0
1737501 -0.000506414 1888 0 5392 1e-05 1e-06 1e-08 5 7500 0
2015001 -0.0399488 0 2000 174 1e-05 1e-06 1e-08 5 7500 0
2210001 0.0957011 0 25 7164 1e-05 1e-06 1e-08 5 7500 0
2457502 -0.0403728 0 2000 670 1e-05 1e-06 1e-08 5 7500 0
2495001 -0.0692429 0 2000 3772 1e-05 1e-06 1e-08 5 7500 0
3117501 -0.106071 0 2000 3274 1e-05 1e-06 1e-08 5 7500 0
3207501 0.0899228 2000 0 2049 1e-05 1e-06 1e-08 5 7500 0
3507501 0.0445978 0 44 7342 1e-05 1e-06 1e-08 5 7500 0
3987502 0.0338135 0 1 7498 1e-05 1e-06 1e-08 5 7500 0
4895001 0.0952589 2000 0 934 1e-05 1e-06 1e-08 5 7500 0
4962502 0.126951 2000 0 1162 1e-05 1e-06 1e-08 5 7500 0
387501 -0.0146051 1 0 10000 1e-05 1e-06 1e-08 5 10000 0
552502 -0.0322622 0 2000 480 1e-05 1e-06 1e-08 5 10000 0
650002 0.0330458 0 1 10000 1e-05 1e-06 1e-08 5 10000 0
800001 0.0932605 137 0 7287 1e-05 1e-06 1e-08 5 10000 0
1310002 0.072587 2000 0 6163 1e-05 1e-06 1e-08 5 10000 0
1467502 -0.0372421 0 2000 3530 1e-05 1e-06 1e-08 5 10000 0
1610002 -0.0782421 0 2000 8029 1e-05 1e-06 1e-08 5 10000 0
