position select_coef p1_freq p2_freq fixed_since migr_rate mut_rate recomb_rate fitness_width output_gen rep
20001 0.0226069 76 0 2230 1e-05 1e-06 1e-06 25 2500 0
537501 -0.0812989 64 0 2337 1e-05 1e-06 1e-06 25 2500 0
537501 -0.0400001 0 2 2498 1e-05 1e-06 1e-06 25 2500 0
620001 0.0170419 0 231 1962 1e-05 1e-06 1e-06 25 2500 0
1362501 -0.0280887 2 0 2495 1e-05 1e-06 1e-06 25 2500 0
1467501 0.0654432 0 12 2429 1e-05 1e-06 1e-06 25 2500 0
1677501 0.00584342 1 0 2494 1e-05 1e-06 1e-06 25 2500 0
1737501 -0.0375279 0 1881 398 1e-05 1e-06 1e-06 25 2500 0
2015002 0.0239534 1461 0 364 1e-05 1e-06 1e-06 25 2500 0
2030001 -0.0194827 0 161 1418 1e-05 1e-06 1e-06 25 2500 0
2112501 -0.0319852 0 879 602 1e-05 1e-06 1e-06 25 2500 0
4070001 0.0326646 0 77 2414 1e-05 1e-06 1e-06 25 2500 0
4617501 0.0221328 552 0 255 1e-05 1e-06 1e-06 25 2500 0
537502 -0.0383252 2 0 4999 1e-05 1e-06 1e-06 25 5000 0
642502 -0.0313967 0 1 5000 1e-05 1e-06 1e-06 25 5000 0
1310002 -0.0512714 0 84 4122 1e-05 1e-06 1e-06 25 5000 0
1737501 -0.0375279 0 1983 398 1e-05 1e-06 1e-06 25 5000 0
2015002 0.0239534 2000 0 364 1e-05 1e-06 1e-06 25 5000 0
2015002 -0.0306848 0 274 4781 1e-05 1e-06 1e-06 25 5000 0
2112501 -0.0319852 0 856 602 1e-05 1e-06 1e-06 25 5000 0
2352502 0.0270346 2 0 4998 1e-05 1e-06 1e-06 25 5000 0
2390002 0.0627344 0 18 4968 1e-05 1e-06 1e-06 25 5000 0
3117501 0.0218656 1397 0 3290 1e-05 1e-06 1e-06 25 5000 0
3207501 0.0604656 0 1 5000 1e-05 1e-06 1e-06 25 5000 0
3830001 0.0205986 516 0 4207 1e-05 1e-06 1e-06 25 5000 0
4617501 0.0221328 2000 0 255 1e-05 1e-06 1e-06 25 5000 0
20001 0.0536034 1 0 7500 1e-05 1e-06 1e-06 25 7500 0
1737501 -0.0375279 0 2000 398 1e-05 1e-06 1e-06 25 7500 0
2015002 0.0239534 2000 0 364 1e-05 1e-06 1e-06 25 7500 0
3117501 0.0218656 2000 0 3290 1e-05 1e-06 1e-06 25 7500 0
3132501 0.056241 12 0 7457 1e-05 1e-06 1e-06 25 7500 0
3747502 -0.0600944 140 0 7222 1e-05 1e-06 1e-06 25 7500 0
3830001 0.0205986 1043 0 4207 1e-05 1e-06 1e-06 25 7500 0
4160002 -0.0149699 94 0 6885 1e-05 1e-06 1e-06 25 7500 0
4580002 0.00102712 0 187 7271 1e-05 1e-06 1e-06 25 7500 0
4617501 0.0221328 2000 0 255 1e-05 1e-06 1e-06 25 7500 0
4662501 -0.0105469 3 0 7498 1e-05 1e-06 1e-06 25 7500 0
4662502 0.0562039 0 8 7494 1e-05 1e-06 1e-06 25 7500 0
1467501 0.00777098 0 112 9109 1e-05 1e-06 1e-06 25 10000 0
1737501 -0.0375279 98 1998 398 1e-05 1e-06 1e-06 25 10000 0
1970002 -0.0101268 27 0 9887 1e-05 1e-06 1e-06 25 10000 0
2015002 0.0239534 2000 7 364 1e-05 1e-06 1e-06 25 10000 0
2307502 0.0383506 0 11 9975 1e-05 1e-06 1e-06 25 10000 0
2352501 -0.067221 11 0 9997 1e-05 1e-06 1e-06 25 10000 0
2990001 0.0231732 4 0 9995 1e-05 1e-06 1e-06 25 10000 0
3117501 0.0218656 1907 7 3290 1e-05 1e-06 1e-06 25 10000 0
3747502 -0.0673378 0 1775 8835 1e-05 1e-06 1e-06 25 10000 0
3830001 0.0205986 1004 0 4207 1e-05 1e-06 1e-06 25 10000 0
3830001 -0.00760862 0 351 7766 1e-05 1e-06 1e-06 25 10000 0
