position select_coef p1_freq p2_freq fixed_since migr_rate mut_rate recomb_rate fitness_width output_gen rep
20002 0.0717251 2000 0 510 1e-05 1e-06 1e-08 2 1000 0
20002 -0.0861813 0 2000 305 1e-05 1e-06 1e-08 2 1000 0
537501 0.00104711 298 0 158 1e-05 1e-06 1e-08 2 1000 0
620002 -0.044798 0 676 680 1e-05 1e-06 1e-08 2 1000 0
920001 0.00608265 0 3 994 1e-05 1e-06 1e-08 2 1000 0
1310001 -0.0225264 0 4 995 1e-05 1e-06 1e-08 2 1000 0
1310002 0.0220292 2000 0 465 1e-05 1e-06 1e-08 2 1000 0
1737502 0.158233 1039 0 914 1e-05 1e-06 1e-08 2 1000 0
2037502 -0.0122053 0 521 802 1e-05 1e-06 1e-08 2 1000 0
2300002 0.0944336 1 0 999 1e-05 1e-06 1e-08 2 1000 0
2412501 -0.000369846 0 34 902 1e-05 1e-06 1e-08 2 1000 0
2720002 -0.0382303 0 408 593 1e-05 1e-06 1e-08 2 1000 0
2990002 -0.0470212 0 1589 573 1e-05 1e-06 1e-08 2 1000 0
3507501 -0.0116002 0 5 990 1e-05 1e-06 1e-08 2 1000 0
20001 -0.025429 13 0 1961 1e-05 1e-06 1e-08 2 2000 0
20002 0.0717251 2000 0 510 1e-05 1e-06 1e-08 2 2000 0
20002 -0.0861813 0 2000 305 1e-05 1e-06 1e-08 2 2000 0
537501 0.00104711 1005 0 158 1e-05 1e-06 1e-08 2 2000 0
552502 -0.0311013 0 84 1850 1e-05 1e-06 1e-08 2 2000 0
620002 -0.044798 0 2000 680 1e-05 1e-06 1e-08 2 2000 0
1310002 0.0220292 2000 0 465 1e-05 1e-06 1e-08 2 2000 0
1362502 0.0468332 2000 0 1020 1e-05 1e-06 1e-08 2 2000 0
1737502 0.158233 2000 0 914 1e-05 1e-06 1e-08 2 2000 0
2030001 0.0891207 1645 0 1609 1e-05 1e-06 1e-08 2 2000 0
2037502 -0.0122053 0 2000 802 1e-05 1e-06 1e-08 2 2000 0
2720002 -0.0382303 0 2000 593 1e-05 1e-06 1e-08 2 2000 0
2990002 -0.0470212 0 2000 573 1e-05 1e-06 1e-08 2 2000 0
20002 0.0717251 2000 0 510 1e-05 1e-06 1e-08 2 3000 0
20002 -0.0861813 0 2000 305 1e-05 1e-06 1e-08 2 3000 0
537501 0.00104711 1829 0 158 1e-05 1e-06 1e-08 2 3000 0
567501 -0.0728214 0 2000 2053 1e-05 1e-06 1e-08 2 3000 0
620002 -0.044798 0 2000 680 1e-05 1e-06 1e-08 2 3000 0
1310002 0.0220292 2000 0 465 1e-05 1e-06 1e-08 2 3000 0
1362502 0.0468332 2000 0 1020 1e-05 1e-06 1e-08 2 3000 0
1737502 0.158233 2000 0 914 1e-05 1e-06 1e-08 2 3000 0
2030001 0.0891207 2000 0 1609 1e-05 1e-06 1e-08 2 3000 0
2037502 -0.0122053 0 2000 802 1e-05 1e-06 1e-08 2 3000 0
2112501 -0.0463904 0 5 2978 1e-05 1e-06 1e-08 2 3000 0
2390001 0.0047144 0 14 2953 1e-05 1e-06 1e-08 2 3000 0
2720002 -0.0382303 0 2000 593 1e-05 1e-06 1e-08 2 3000 0
2990002 -0.0470212 0 2000 573 1e-05 1e-06 1e-08 2 3000 0
3132501 0.0141935 8 0 2991 1e-05 1e-06 1e-08 2 3000 0
3207502 -0.00508979 90 0 2590 1e-05 1e-06 1e-08 2 3000 0
3507502 0.00519778 0 1 3000 1e-05 1e-06 1e-08 2 3000 0
20002 0.0106462 60 0 3947 1e-05 1e-06 1e-08 2 4000 0
20002 0.0717251 2000 0 510 1e-05 1e-06 1e-08 2 4000 0
20002 -0.0861813 0 2000 305 1e-05 1e-06 1e-08 2 4000 0
455002 -0.0949718 0 1802 3501 1e-05 1e-06 1e-08 2 4000 0
537501 0.00104711 2000 0 158 1e-05 1e-06 1e-08 2 4000 0
567501 -0.0728214 0 2000 2053 1e-05 1e-06 1e-08 2 4000 0
620002 -0.044798 0 2000 680 1e-05 1e-06 1e-08 2 4000 0
1310001 0.111408 1769 0 3153 1e-05 1e-06 1e-08 2 4000 0
1310002 0.0220292 2000 0 465 1e-05 1e-06 1e-08 2 4000 0
1362502 0.0468332 2000 0 1020 1e-05 1e-06 1e-08 2 4000 0
1737502 0.158233 2000 0 914 1e-05 1e-06 1e-08 2 4000 0
2030001 0.0891207 2000 0 1609 1e-05 1e-06 1e-08 2 4000 0
2037502 -0.0122053 0 2000 802 1e-05 1e-06 1e-08 2 4000 0
2495001 -0.0944144 21 0 3798 1e-05 1e-06 1e-08 2 4000 0
2495002 0.0326896 81 0 3720 1e-05 1e-06 1e-08 2 4000 0
2720002 -0.0382303 0 2000 593 1e-05 1e-06 1e-08 2 4000 0
2990002 -0.0470212 0 2000 573 1e-05 1e-06 1e-08 2 4000 0
3005001 0.0927251 0 1 4000 1e-05 1e-06 1e-08 2 4000 0
3620001 -0.0386586 0 2 3992 1e-05 1e-06 1e-08 2 4000 0
4070001 0.117988 2 0 3984 1e-05 1e-06 1e-08 2 4000 0
20002 0.0717251 2000 0 510 1e-05 1e-06 1e-08 2 5000 0
20002 -0.0861813 0 2000 305 1e-05 1e-06 1e-08 2 5000 0
455002 -0.0949718 0 2000 3501 1e-05 1e-06 1e-08 2 5000 0
537501 0.00104711 2000 0 158 1e-05 1e-06 1e-08 2 5000 0
567501 -0.0728214 0 2000 2053 1e-05 1e-06 1e-08 2 5000 0
620002 -0.044798 0 2000 680 1e-05 1e-06 1e-08 2 5000 0
920002 -0.0136304 0 2 4993 1e-05 1e-06 1e-08 2 5000 0
1310001 0.111408 2000 0 3153 1e-05 1e-06 1e-08 2 5000 0
1310002 0.0220292 2000 0 465 1e-05 1e-06 1e-08 2 5000 0
1362502 0.0468332 2000 0 1020 1e-05 1e-06 1e-08 2 5000 0
1662502 -0.0311904 32 0 4978 1e-05 1e-06 1e-08 2 5000 0
1737502 0.158233 2000 0 914 1e-05 1e-06 1e-08 2 5000 0
2030001 0.0891207 2000 0 1609 1e-05 1e-06 1e-08 2 5000 0
2037502 -0.0122053 0 2000 802 1e-05 1e-06 1e-08 2 5000 0
2720002 -0.0382303 0 2000 593 1e-05 1e-06 1e-08 2 5000 0
2990002 -0.0470212 0 2000 573 1e-05 1e-06 1e-08 2 5000 0
3747502 0.0300106 0 14 4973 1e-05 1e-06 1e-08 2 5000 0
20002 0.0717251 2000 0 510 1e-05 1e-06 1e-08 2 6000 0
20002 -0.0861813 0 2000 305 1e-05 1e-06 1e-08 2 6000 0
140001 0.0587244 1 0 6000 1e-05 1e-06 1e-08 2 6000 0
207501 0.0175605 0 3 5996 1e-05 1e-06 1e-08 2 6000 0
207502 -0.00445803 2 0 5976 1e-05 1e-06 1e-08 2 6000 0
342501 -0.0250126 20 0 5746 1e-05 1e-06 1e-08 2 6000 0
455002 -0.0949718 0 2000 3501 1e-05 1e-06 1e-08 2 6000 0
537501 0.00104711 2000 0 158 1e-05 1e-06 1e-08 2 6000 0
567501 -0.0728214 0 2000 2053 1e-05 1e-06 1e-08 2 6000 0
620002 -0.044798 0 2000 680 1e-05 1e-06 1e-08 2 6000 0
650001 0.0251827 0 7 5992 1e-05 1e-06 1e-08 2 6000 0
1310001 0.111408 2000 0 3153 1e-05 1e-06 1e-08 2 6000 0
1310002 0.0220292 2000 0 465 1e-05 1e-06 1e-08 2 6000 0
1310002 -0.114038 0 34 5897 1e-05 1e-06 1e-08 2 6000 0
1362502 0.0468332 2000 0 1020 1e-05 1e-06 1e-08 2 6000 0
1610001 0.0530093 0 176 5802 1e-05 1e-06 1e-08 2 6000 0
