position select_coef p1_freq p2_freq fixed_since migr_rate mut_rate recomb_rate fitness_width output_gen rep
342501 -0.031369 0 1181 555 1e-05 1e-06 1e-07 5 1000 0
387502 0.0109814 289 0 837 1e-05 1e-06 1e-07 5 1000 0
3132501 -0.0874381 0 10 970 1e-05 1e-06 1e-07 5 1000 0
3207501 -0.0113955 0 2 994 1e-05 1e-06 1e-07 5 1000 0
4122502 -0.0498866 0 1902 479 1e-05 1e-06 1e-07 5 1000 0
4400001 0.125699 1501 0 779 1e-05 1e-06 1e-07 5 1000 0
4482501 0.00212625 0 1 999 1e-05 1e-06 1e-07 5 1000 0
20001 0.0141634 0 1 2000 1e-05 1e-06 1e-07 5 2000 0
342501 -0.031369 0 2000 555 1e-05 1e-06 1e-07 5 2000 0
387502 0.0109814 1878 0 837 1e-05 1e-06 1e-07 5 2000 0
552502 -0.00944109 0 6 1978 1e-05 1e-06 1e-07 5 2000 0
642501 -0.0516232 0 48 1422 1e-05 1e-06 1e-07 5 2000 0
2037502 0.125258 1431 0 1509 1e-05 1e-06 1e-07 5 2000 0
2300001 0.110879 1992 0 1016 1e-05 1e-06 1e-07 5 2000 0
3020002 0.0591485 29 0 1980 1e-05 1e-06 1e-07 5 2000 0
3132501 -0.0874381 0 2000 970 1e-05 1e-06 1e-07 5 2000 0
4122501 -0.0247503 0 11 1987 1e-05 1e-06 1e-07 5 2000 0
4122502 -0.0498866 0 2000 479 1e-05 1e-06 1e-07 5 2000 0
4400001 0.125699 2000 0 779 1e-05 1e-06 1e-07 5 2000 0
342501 -0.031369 0 2000 555 1e-05 1e-06 1e-07 5 3000 0
387502 0.0109814 2000 0 837 1e-05 1e-06 1e-07 5 3000 0
747502 0.020796 2 0 2997 1e-05 1e-06 1e-07 5 3000 0
920001 0.00155431 158 0 2687 1e-05 1e-06 1e-07 5 3000 0
1917502 0.0172231 5 0 2997 1e-05 1e-06 1e-07 5 3000 0
2037502 0.125258 2000 0 1509 1e-05 1e-06 1e-07 5 3000 0
2300001 0.110879 2000 0 1016 1e-05 1e-06 1e-07 5 3000 0
2390001 -0.0170571 0 627 2157 1e-05 1e-06 1e-07 5 3000 0
3020002 0.0591485 1859 0 1980 1e-05 1e-06 1e-07 5 3000 0
3132501 -0.0874381 0 2000 970 1e-05 1e-06 1e-07 5 3000 0
3987502 0.00869812 0 17 2970 1e-05 1e-06 1e-07 5 3000 0
4070002 -0.0749145 0 2000 2017 1e-05 1e-06 1e-07 5 3000 0
4092502 -0.0042859 0 21 2427 1e-05 1e-06 1e-07 5 3000 0
4122502 -0.0498866 0 2000 479 1e-05 1e-06 1e-07 5 3000 0
4310002 0.0564836 40 0 2884 1e-05 1e-06 1e-07 5 3000 0
4400001 0.125699 2000 0 779 1e-05 1e-06 1e-07 5 3000 0
4662502 0.0436178 3 0 2992 1e-05 1e-06 1e-07 5 3000 0
4662502 -0.0309663 0 2 2997 1e-05 1e-06 1e-07 5 3000 0
4722501 0.00631065 0 366 2166 1e-05 1e-06 1e-07 5 3000 0
342501 -0.031369 0 2000 555 1e-05 1e-06 1e-07 5 4000 0
387502 0.0109814 2000 0 837 1e-05 1e-06 1e-07 5 4000 0
800002 -0.0623877 1 0 4000 1e-05 1e-06 1e-07 5 4000 0
1355002 -0.0242096 0 1 3987 1e-05 1e-06 1e-07 5 4000 0
1617501 0.0104765 0 139 3708 1e-05 1e-06 1e-07 5 4000 0
2037502 0.125258 2000 0 1509 1e-05 1e-06 1e-07 5 4000 0
2300001 0.110879 2000 0 1016 1e-05 1e-06 1e-07 5 4000 0
2390001 -0.0170571 0 1497 2157 1e-05 1e-06 1e-07 5 4000 0
3020002 0.0591485 1944 0 1980 1e-05 1e-06 1e-07 5 4000 0
3132501 -0.0874381 0 2000 970 1e-05 1e-06 1e-07 5 4000 0
3620002 0.00867245 5 0 3941 1e-05 1e-06 1e-07 5 4000 0
4070002 -0.0749145 0 2000 2017 1e-05 1e-06 1e-07 5 4000 0
4122502 -0.0498866 0 2000 479 1e-05 1e-06 1e-07 5 4000 0
4400001 0.125699 2000 0 779 1e-05 1e-06 1e-07 5 4000 0
342501 -0.031369 0 2000 555 1e-05 1e-06 1e-07 5 5000 0
387502 0.0109814 2000 0 837 1e-05 1e-06 1e-07 5 5000 0
387502 0.00854037 0 3 4999 1e-05 1e-06 1e-07 5 5000 0
620001 -0.0463915 0 553 4620 1e-05 1e-06 1e-07 5 5000 0
1610001 -0.00234706 0 63 4038 1e-05 1e-06 1e-07 5 5000 0
1617501 0.0104765 0 1 3708 1e-05 1e-06 1e-07 5 5000 0
2037502 0.125258 2000 0 1509 1e-05 1e-06 1e-07 5 5000 0
2045002 -0.0247256 260 0 4732 1e-05 1e-06 1e-07 5 5000 0
2300001 0.110879 2000 0 1016 1e-05 1e-06 1e-07 5 5000 0
2390001 -0.0170571 0 1955 2157 1e-05 1e-06 1e-07 5 5000 0
3005001 -0.012204 0 225 4728 1e-05 1e-06 1e-07 5 5000 0
3020002 0.0591485 2000 0 1980 1e-05 1e-06 1e-07 5 5000 0
3132501 -0.0874381 0 2000 970 1e-05 1e-06 1e-07 5 5000 0
3470002 0.0230894 0 304 4587 1e-05 1e-06 1e-07 5 5000 0
3620002 0.00867245 848 0 3941 1e-05 1e-06 1e-07 5 5000 0
4070002 -0.0749145 0 2000 2017 1e-05 1e-06 1e-07 5 5000 0
4122502 -0.0498866 0 2000 479 1e-05 1e-06 1e-07 5 5000 0
4160002 0.0560916 5 0 4993 1e-05 1e-06 1e-07 5 5000 0
4400001 0.125699 2000 0 779 1e-05 1e-06 1e-07 5 5000 0
4662502 0.00745988 1 0 4999 1e-05 1e-06 1e-07 5 5000 0
207502 0.0119949 0 9 5934 1e-05 1e-06 1e-07 5 6000 0
342501 -0.031369 0 2000 555 1e-05 1e-06 1e-07 5 6000 0
387502 0.0109814 2000 0 837 1e-05 1e-06 1e-07 5 6000 0
552501 0.0538721 0 161 5670 1e-05 1e-06 1e-07 5 6000 0
620001 -0.0463915 0 1903 4620 1e-05 1e-06 1e-07 5 6000 0
1617501 0.0442974 0 4 5977 1e-05 1e-06 1e-07 5 6000 0
2037502 0.125258 2000 0 1509 1e-05 1e-06 1e-07 5 6000 0
2045002 -0.0247256 158 0 4732 1e-05 1e-06 1e-07 5 6000 0
2112502 0.040235 0 2 5959 1e-05 1e-06 1e-07 5 6000 0
2210002 0.0134923 3 0 5984 1e-05 1e-06 1e-07 5 6000 0
2300001 -0.0419307 0 2 5997 1e-05 1e-06 1e-07 5 6000 0
2300001 0.110879 2000 0 1016 1e-05 1e-06 1e-07 5 6000 0
2330001 0.0190778 1 0 6000 1e-05 1e-06 1e-07 5 6000 0
2352501 0.00928789 126 0 5684 1e-05 1e-06 1e-07 5 6000 0
2390001 -0.0170571 0 2000 2157 1e-05 1e-06 1e-07 5 6000 0
3005001 -0.012204 0 485 4728 1e-05 1e-06 1e-07 5 6000 0
3020002 0.0591485 2000 0 1980 1e-05 1e-06 1e-07 5 6000 0
3132501 -0.0874381 0 2000 970 1e-05 1e-06 1e-07 5 6000 0
3470002 0.0230894 0 451 4587 1e-05 1e-06 1e-07 5 6000 0
3620002 0.00867245 1456 0 3941 1e-05 1e-06 1e-07 5 6000 0
3710002 -0.0890827 24 0 5941 1e-05 1e-06 1e-07 5 6000 0
4070002 -0.0749145 0 2000 2017 1e-05 1e-06 1e-07 5 6000 0
4122502 -0.0498866 0 2000 479 1e-05 1e-06 1e-07 5 6000 0
4400001 0.125699 2000 0 779 1e-05 1e-06 1e-07 5 6000 0
342501 -0.031369 0 2000 555 1e-05 1e-06 1e-07 5 7000 0
387502 0.0109814 2000 0 837 1e-05 1e-06 1e-07 5 7000 0
620001 -0.0463915 0 2000 4620 1e-05 1e-06 1e-07 5 7000 0
2037502 0.125258 2000 0 1509 1e-05 1e-06 1e-07 5 7000 0
2300001 0.110879 2000 0 1016 1e-05 1e-06 1e-07 5 7000 0
2330001 0.0196194 8 0 6961 1e-05 1e-06 1e-07 5 7000 0
2390001 0.00464902 65 0 6381 1e-05 1e-06 1e-07 5 7000 0
2390001 -0.0170571 0 2000 2157 1e-05 1e-06 1e-07 5 7000 0
3005001 -0.012204 0 256 4728 1e-05 1e-06 1e-07 5 7000 0
3020002 0.0591485 2000 0 1980 1e-05 1e-06 1e-07 5 7000 0
3132501 -0.0874381 0 2000 970 1e-05 1e-06 1e-07 5 7000 0
3507501 -0.0893092 0 726 6320 1e-05 1e-06 1e-07 5 7000 0
3620002 0.00867245 2000 0 3941 1e-05 1e-06 1e-07 5 7000 0
3747502 0.052712 125 0 6165 1e-05 1e-06 1e-07 5 7000 0
3882502 -0.0232339 160 0 6736 1e-05 1e-06 1e-07 5 7000 0
3882502 -0.0118913 0 1 6983 1e-05 1e-06 1e-07 5 7000 0
4070002 -0.0749145 0 2000 2017 1e-05 1e-06 1e-07 5 7000 0
4122502 -0.0498866 0 2000 479 1e-05 1e-06 1e-07 5 7000 0
4400001 0.125699 2000 0 779 1e-05 1e-06 1e-07 5 7000 0
4400002 -0.00539643 0 1 7000 1e-05 1e-06 1e-07 5 7000 0
140002 -0.0049482 5 0 7986 1e-05 1e-06 1e-07 5 8000 0
342501 -0.031369 48 2000 555 1e-05 1e-06 1e-07 5 8000 0
387502 0.0109814 1915 32 837 1e-05 1e-06 1e-07 5 8000 0
537502 0.0200082 37 0 7976 1e-05 1e-06 1e-07 5 8000 0
620001 -0.0463915 0 2000 4620 1e-05 1e-06 1e-07 5 8000 0
2037502 0.125258 2000 0 1509 1e-05 1e-06 1e-07 5 8000 0
2262502 -0.00419586 0 3 7990 1e-05 1e-06 1e-07 5 8000 0
2300001 0.110879 2000 0 1016 1e-05 1e-06 1e-07 5 8000 0
2390001 -0.0170571 0 2000 2157 1e-05 1e-06 1e-07 5 8000 0
3020002 0.0591485 2000 0 1980 1e-05 1e-06 1e-07 5 8000 0
3132501 -0.0874381 0 2000 970 1e-05 1e-06 1e-07 5 8000 0
3507501 -0.0893092 0 1875 6320 1e-05 1e-06 1e-07 5 8000 0
3620002 0.00867245 2000 0 3941 1e-05 1e-06 1e-07 5 8000 0
3747502 0.052712 347 0 6165 1e-05 1e-06 1e-07 5 8000 0
4070002 -0.0749145 0 1945 2017 1e-05 1e-06 1e-07 5 8000 0
4122502 -0.0498866 0 2000 479 1e-05 1e-06 1e-07 5 8000 0
4400001 0.125699 2000 0 779 1e-05 1e-06 1e-07 5 8000 0
4617502 0.0146115 1142 0 7249 1e-05 1e-06 1e-07 5 8000 0
4962501 -0.0440167 0 5 7949 1e-05 1e-06 1e-07 5 8000 0
342501 -0.031369 0 2000 555 1e-05 1e-06 1e-07 5 9000 0
342501 -0.10232 10 0 8898 1e-05 1e-06 1e-07 5 9000 0
387502 0.0109814 2000 0 837 1e-05 1e-06 1e-07 5 9000 0
537501 0.0150573 0 14 8966 1e-05 1e-06 1e-07 5 9000 0
620001 -0.0463915 0 2000 4620 1e-05 1e-06 1e-07 5 9000 0
1617502 -0.054979 0 49 8818 1e-05 1e-06 1e-07 5 9000 0
1917501 -0.0608315 9 0 8966 1e-05 1e-06 1e-07 5 9000 0
2037502 0.125258 2000 0 1509 1e-05 1e-06 1e-07 5 9000 0
2112501 -0.0235157 0 32 8974 1e-05 1e-06 1e-07 5 9000 0
2300001 0.110879 2000 0 1016 1e-05 1e-06 1e-07 5 9000 0
2390001 -0.0170571 0 2000 2157 1e-05 1e-06 1e-07 5 9000 0
2720002 -0.0114298 0 17 8967 1e-05 1e-06 1e-07 5 9000 0
3020002 0.0591485 2000 0 1980 1e-05 1e-06 1e-07 5 9000 0
3132501 -0.0874381 0 2000 970 1e-05 1e-06 1e-07 5 9000 0
3207501 -0.0251577 0 12 8940 1e-05 1e-06 1e-07 5 9000 0
3507501 -0.0893092 0 2000 6320 1e-05 1e-06 1e-07 5 9000 0
3620002 0.00867245 2000 0 3941 1e-05 1e-06 1e-07 5 9000 0
3747502 0.052712 830 0 6165 1e-05 1e-06 1e-07 5 9000 0
3882502 0.0747335 0 3 8974 1e-05 1e-06 1e-07 5 9000 0
4070002 -0.0749145 0 2000 2017 1e-05 1e-06 1e-07 5 9000 0
4122502 -0.0498866 0 2000 479 1e-05 1e-06 1e-07 5 9000 0
4400001 0.125699 2000 0 779 1e-05 1e-06 1e-07 5 9000 0
4580001 0.0253864 6 0 8996 1e-05 1e-06 1e-07 5 9000 0
4617502 0.0146115 1529 0 7249 1e-05 1e-06 1e-07 5 9000 0
4812501 0.00820281 14 0 8934 1e-05 1e-06 1e-07 5 9000 0
4812502 0.0843496 33 0 8943 1e-05 1e-06 1e-07 5 9000 0
4895002 0.0594945 1 0 9000 1e-05 1e-06 1e-07 5 9000 0
342501 -0.031369 0 2000 555 1e-05 1e-06 1e-07 5 10000 0
387502 0.0109814 2000 0 837 1e-05 1e-06 1e-07 5 10000 0
620001 -0.0463915 0 2000 4620 1e-05 1e-06 1e-07 5 10000 0
1677501 -0.0280215 45 0 9943 1e-05 1e-06 1e-07 5 10000 0
1677502 -0.0758596 0 791 9294 1e-05 1e-06 1e-07 5 10000 0
1737502 -0.01009 0 5 9972 1e-05 1e-06 1e-07 5 10000 0
2037502 0.125258 2000 0 1509 1e-05 1e-06 1e-07 5 10000 0
2150001 0.105589 0 54 9897 1e-05 1e-06 1e-07 5 10000 0
2210002 0.0649741 0 32 9958 1e-05 1e-06 1e-07 5 10000 0
2300001 0.110879 2000 0 1016 1e-05 1e-06 1e-07 5 10000 0
2390001 -0.0170571 0 2000 2157 1e-05 1e-06 1e-07 5 10000 0
3020002 0.0591485 2000 0 1980 1e-05 1e-06 1e-07 5 10000 0
3132501 -0.0874381 0 2000 970 1e-05 1e-06 1e-07 5 10000 0
3207501 0.00249653 8 0 9977 1e-05 1e-06 1e-07 5 10000 0
3207501 -0.0315364 7 0 9976 1e-05 1e-06 1e-07 5 10000 0
3507501 -0.0893092 0 2000 6320 1e-05 1e-06 1e-07 5 10000 0
3620002 0.00867245 2000 0 3941 1e-05 1e-06 1e-07 5 10000 0
3747502 0.052712 1802 0 6165 1e-05 1e-06 1e-07 5 10000 0
4070002 -0.0749145 0 2000 2017 1e-05 1e-06 1e-07 5 10000 0
4122502 -0.0498866 0 2000 479 1e-05 1e-06 1e-07 5 10000 0
4400001 0.125699 2000 0 779 1e-05 1e-06 1e-07 5 10000 0
4617502 0.0146115 1812 0 7249 1e-05 1e-06 1e-07 5 10000 0
4977501 -0.0334632 0 3 9999 1e-05 1e-06 1e-07 5 10000 0
342501 -0.031369 0 2000 555 1e-05 1e-06 1e-07 5 11000 0
387502 0.0109814 2000 0 837 1e-05 1e-06 1e-07 5 11000 0
620001 -0.0463915 0 2000 4620 1e-05 1e-06 1e-07 5 11000 0
920002 0.0506586 0 101 10922 1e-05 1e-06 1e-07 5 11000 0
1467501 0.0354209 13 0 10954 1e-05 1e-06 1e-07 5 11000 0
1677502 -0.0758596 0 1810 9294 1e-05 1e-06 1e-07 5 11000 0
2037502 0.125258 2000 9 1509 1e-05 1e-06 1e-07 5 11000 0
2300001 0.110879 2000 0 1016 1e-05 1e-06 1e-07 5 11000 0
2390001 -0.0170571 0 2000 2157 1e-05 1e-06 1e-07 5 11000 0
3005002 0.107925 247 0 10540 1e-05 1e-06 1e-07 5 11000 0
3020002 0.0591485 2000 0 1980 1e-05 1e-06 1e-07 5 11000 0
3117502 -0.0269919 1 0 11000 1e-05 1e-06 1e-07 5 11000 0
3132501 -0.0874381 0 2000 970 1e-05 1e-06 1e-07 5 11000 0
3507501 -0.0893092 0 2000 6320 1e-05 1e-06 1e-07 5 11000 0
3620002 0.00867245 2000 0 3941 1e-05 1e-06 1e-07 5 11000 0
3747502 0.052712 1604 0 6165 1e-05 1e-06 1e-07 5 11000 0
3830001 0.0539792 0 2 10998 1e-05 1e-06 1e-07 5 11000 0
4070002 -0.0749145 0 2000 2017 1e-05 1e-06 1e-07 5 11000 0
4092502 0.0634743 0 3 10998 1e-05 1e-06 1e-07 5 11000 0
4122502 -0.0498866 0 2000 479 1e-05 1e-06 1e-07 5 11000 0
4400001 0.125699 2000 0 779 1e-05 1e-06 1e-07 5 11000 0
4617502 0.0146115 1201 0 7249 1e-05 1e-06 1e-07 5 11000 0
