position select_coef p1_freq p2_freq fixed_since migr_rate mut_rate recomb_rate fitness_width output_gen rep
170002 0.0951327 434 0 767 1e-05 1e-06 1e-06 5 1000 0
387501 -0.0114605 0 527 218 1e-05 1e-06 1e-06 5 1000 0
1310001 0.00503074 110 0 199 1e-05 1e-06 1e-06 5 1000 0
2030001 -0.0801866 0 2000 286 1e-05 1e-06 1e-06 5 1000 0
2330002 -0.0123136 37 0 841 1e-05 1e-06 1e-06 5 1000 0
2412501 0.0035263 0 1 995 1e-05 1e-06 1e-06 5 1000 0
2495002 -0.047646 0 1533 306 1e-05 1e-06 1e-06 5 1000 0
2720002 -0.022219 2 0 986 1e-05 1e-06 1e-06 5 1000 0
2990001 -0.0332913 0 1114 501 1e-05 1e-06 1e-06 5 1000 0
2990001 -0.0433278 0 586 565 1e-05 1e-06 1e-06 5 1000 0
3117502 -0.0156911 0 1 1000 1e-05 1e-06 1e-06 5 1000 0
4722501 -0.0153339 34 0 880 1e-05 1e-06 1e-06 5 1000 0
170002 0.0951327 2000 0 767 1e-05 1e-06 1e-06 5 2000 0
537501 -0.070881 0 313 1395 1e-05 1e-06 1e-06 5 2000 0
1610002 -0.0323401 4 0 1985 1e-05 1e-06 1e-06 5 2000 0
2030001 -0.0801866 0 2000 286 1e-05 1e-06 1e-06 5 2000 0
2037501 -0.0668828 11 1523 1223 1e-05 1e-06 1e-06 5 2000 0
2495002 -0.047646 0 2000 306 1e-05 1e-06 1e-06 5 2000 0
2990001 -0.0332913 0 2000 501 1e-05 1e-06 1e-06 5 2000 0
3087502 -0.00513249 41 0 1940 1e-05 1e-06 1e-06 5 2000 0
3897501 -0.0153822 0 586 1025 1e-05 1e-06 1e-06 5 2000 0
4122502 -0.0388001 0 1370 1251 1e-05 1e-06 1e-06 5 2000 0
4812501 0.0538257 0 6 1992 1e-05 1e-06 1e-06 5 2000 0
27502 0.00157361 14 0 2982 1e-05 1e-06 1e-06 5 3000 0
170002 0.0951327 1993 0 767 1e-05 1e-06 1e-06 5 3000 0
537501 -0.070881 29 1852 1395 1e-05 1e-06 1e-06 5 3000 0
747502 0.0794251 0 5 2994 1e-05 1e-06 1e-06 5 3000 0
2030001 -0.0801866 0 2000 286 1e-05 1e-06 1e-06 5 3000 0
2037501 -0.0668828 0 2000 1223 1e-05 1e-06 1e-06 5 3000 0
2495002 -0.047646 0 2000 306 1e-05 1e-06 1e-06 5 3000 0
2990001 -0.0332913 0 2000 501 1e-05 1e-06 1e-06 5 3000 0
3897501 -0.0153822 0 499 1025 1e-05 1e-06 1e-06 5 3000 0
4122502 -0.0388001 0 2000 1251 1e-05 1e-06 1e-06 5 3000 0
170002 0.0951327 2000 7 767 1e-05 1e-06 1e-06 5 4000 0
537501 -0.070881 0 2000 1395 1e-05 1e-06 1e-06 5 4000 0
642502 -0.114029 1 0 3998 1e-05 1e-06 1e-06 5 4000 0
747501 0.0783135 2000 0 3027 1e-05 1e-06 1e-06 5 4000 0
2030001 -0.0801866 0 2000 286 1e-05 1e-06 1e-06 5 4000 0
2037501 -0.0668828 0 2000 1223 1e-05 1e-06 1e-06 5 4000 0
2495002 -0.047646 0 2000 306 1e-05 1e-06 1e-06 5 4000 0
2720001 0.0461043 414 0 3836 1e-05 1e-06 1e-06 5 4000 0
