position select_coef p1_freq p2_freq fixed_since migr_rate mut_rate recomb_rate fitness_width output_gen rep
27502 -0.0772025 194 0 422 1e-05 1e-06 1e-08 25 1000 0
192502 -0.0931358 0 1427 128 1e-05 1e-06 1e-08 25 1000 0
2457502 -0.0309847 11 0 951 1e-05 1e-06 1e-08 25 1000 0
3020002 0.00457816 154 0 114 1e-05 1e-06 1e-08 25 1000 0
3470001 0.0446948 0 9 986 1e-05 1e-06 1e-08 25 1000 0
4617502 0.13038 0 13 991 1e-05 1e-06 1e-08 25 1000 0
4617502 0.0436443 0 1 1000 1e-05 1e-06 1e-08 25 1000 0
192502 -0.0931358 0 2000 128 1e-05 1e-06 1e-08 25 2000 0
2045001 -0.0431718 0 1 1989 1e-05 1e-06 1e-08 25 2000 0
2352502 -0.0415867 0 5 1906 1e-05 1e-06 1e-08 25 2000 0
2892502 0.0341805 2 0 1908 1e-05 1e-06 1e-08 25 2000 0
3207501 0.0574853 796 0 1438 1e-05 1e-06 1e-08 25 2000 0
3830002 0.0628039 54 0 1820 1e-05 1e-06 1e-08 25 2000 0
192502 -0.0931358 0 2000 128 1e-05 1e-06 1e-08 25 3000 0
387502 -0.00950626 0 3 2988 1e-05 1e-06 1e-08 25 3000 0
1677501 0.0271717 30 0 2887 1e-05 1e-06 1e-08 25 3000 0
2015002 0.013576 2 0 2968 1e-05 1e-06 1e-08 25 3000 0
2030001 0.0128605 0 15 2970 1e-05 1e-06 1e-08 25 3000 0
2300002 0.0288876 20 0 2847 1e-05 1e-06 1e-08 25 3000 0
2720001 -0.0044773 20 0 2823 1e-05 1e-06 1e-08 25 3000 0
2990002 0.0608859 0 25 2954 1e-05 1e-06 1e-08 25 3000 0
3207501 0.0574853 1727 0 1438 1e-05 1e-06 1e-08 25 3000 0
4070002 0.0556177 0 104 2902 1e-05 1e-06 1e-08 25 3000 0
4812501 -0.0141272 0 3 2972 1e-05 1e-06 1e-08 25 3000 0
192502 -0.0931358 0 2000 128 1e-05 1e-06 1e-08 25 4000 0
552502 -0.0487548 39 0 3934 1e-05 1e-06 1e-08 25 4000 0
2892501 0.026753 0 7 3467 1e-05 1e-06 1e-08 25 4000 0
3207501 0.0574853 2000 0 1438 1e-05 1e-06 1e-08 25 4000 0
132501 -0.000898597 0 294 4546 1e-05 1e-06 1e-08 25 5000 0
192502 -0.0931358 0 2000 128 1e-05 1e-06 1e-08 25 5000 0
455001 -0.0749034 0 1 4957 1e-05 1e-06 1e-08 25 5000 0
1355002 0.0601094 2 0 4998 1e-05 1e-06 1e-08 25 5000 0
1362501 0.0772911 84 0 4843 1e-05 1e-06 1e-08 25 5000 0
1610002 0.0229522 0 5 4964 1e-05 1e-06 1e-08 25 5000 0
1662501 0.100614 2 0 4992 1e-05 1e-06 1e-08 25 5000 0
2037502 0.0265626 0 32 4841 1e-05 1e-06 1e-08 25 5000 0
2045002 -0.0455423 5 0 4992 1e-05 1e-06 1e-08 25 5000 0
3207501 0.0574853 2000 0 1438 1e-05 1e-06 1e-08 25 5000 0
3897502 -0.0485601 0 2 4999 1e-05 1e-06 1e-08 25 5000 0
