position select_coef p1_freq p2_freq fixed_since migr_rate mut_rate recomb_rate fitness_width output_gen rep
455002 0.0441975 1 0 998 1e-05 1e-06 1e-07 2 1000 0
620002 0.0208821 1775 0 159 1e-05 1e-06 1e-07 2 1000 0
747502 -0.0968028 0 2000 204 1e-05 1e-06 1e-07 2 1000 0
1467502 0.153336 570 0 886 1e-05 1e-06 1e-07 2 1000 0
1677502 0.0340198 2000 0 61 1e-05 1e-06 1e-07 2 1000 0
2210001 0.058877 3 0 998 1e-05 1e-06 1e-07 2 1000 0
3747502 -0.066052 0 109 834 1e-05 1e-06 1e-07 2 1000 0
4092501 -0.149849 0 2000 58 1e-05 1e-06 1e-07 2 1000 0
4092502 -0.0938517 0 605 749 1e-05 1e-06 1e-07 2 1000 0
4482501 0.0425499 1746 0 632 1e-05 1e-06 1e-07 2 1000 0
4617501 0.0968239 1771 0 703 1e-05 1e-06 1e-07 2 1000 0
4662502 -0.0343298 0 4 996 1e-05 1e-06 1e-07 2 1000 0
4722502 -0.0441509 0 11 984 1e-05 1e-06 1e-07 2 1000 0
342502 -0.0549348 1 1152 1555 1e-05 1e-06 1e-07 2 2000 0
620002 0.0208821 1999 0 159 1e-05 1e-06 1e-07 2 2000 0
620002 0.0595214 4 0 1999 1e-05 1e-06 1e-07 2 2000 0
747502 -0.0968028 1 2000 204 1e-05 1e-06 1e-07 2 2000 0
1362501 0.052969 1866 0 1180 1e-05 1e-06 1e-07 2 2000 0
1467502 0.153336 1999 0 886 1e-05 1e-06 1e-07 2 2000 0
1610002 -0.0214929 0 26 1974 1e-05 1e-06 1e-07 2 2000 0
1677502 0.0340198 1999 0 61 1e-05 1e-06 1e-07 2 2000 0
2262502 0.0208031 0 69 1396 1e-05 1e-06 1e-07 2 2000 0
3470002 -0.0611786 3 0 1952 1e-05 1e-06 1e-07 2 2000 0
3747502 -0.066052 1 2000 834 1e-05 1e-06 1e-07 2 2000 0
3882502 0.0746248 0 88 1853 1e-05 1e-06 1e-07 2 2000 0
3897502 -0.104161 1 0 2000 1e-05 1e-06 1e-07 2 2000 0
4092501 -0.149849 1 2000 58 1e-05 1e-06 1e-07 2 2000 0
4092502 -0.0938517 1 2000 749 1e-05 1e-06 1e-07 2 2000 0
4482501 0.0425499 1999 0 632 1e-05 1e-06 1e-07 2 2000 0
4617501 0.0968239 1999 0 703 1e-05 1e-06 1e-07 2 2000 0
4617502 0.0088856 0 89 1923 1e-05 1e-06 1e-07 2 2000 0
4662502 -0.0343298 0 529 996 1e-05 1e-06 1e-07 2 2000 0
170001 -0.0935435 0 7 2977 1e-05 1e-06 1e-07 2 3000 0
342501 -0.0339364 5 0 2935 1e-05 1e-06 1e-07 2 3000 0
342502 -0.0549348 0 1998 1555 1e-05 1e-06 1e-07 2 3000 0
620002 0.0208821 1935 0 159 1e-05 1e-06 1e-07 2 3000 0
747502 -0.0968028 60 2000 204 1e-05 1e-06 1e-07 2 3000 0
1362501 0.052969 2000 0 1180 1e-05 1e-06 1e-07 2 3000 0
1467502 0.153336 2000 0 886 1e-05 1e-06 1e-07 2 3000 0
1677502 0.0340198 2000 0 61 1e-05 1e-06 1e-07 2 3000 0
1737501 -0.00459875 301 0 2683 1e-05 1e-06 1e-07 2 3000 0
3020001 0.0964089 0 18 2818 1e-05 1e-06 1e-07 2 3000 0
3470002 0.0817942 0 143 2610 1e-05 1e-06 1e-07 2 3000 0
3747502 -0.066052 0 2000 834 1e-05 1e-06 1e-07 2 3000 0
3987502 -0.113182 0 91 2860 1e-05 1e-06 1e-07 2 3000 0
4092501 -0.149849 0 2000 58 1e-05 1e-06 1e-07 2 3000 0
4092502 -0.0938517 0 2000 749 1e-05 1e-06 1e-07 2 3000 0
4122501 0.0241472 0 1 2988 1e-05 1e-06 1e-07 2 3000 0
4310002 0.0379706 0 1 2999 1e-05 1e-06 1e-07 2 3000 0
4482501 0.0425499 2000 0 632 1e-05 1e-06 1e-07 2 3000 0
4617501 0.0968239 2000 0 703 1e-05 1e-06 1e-07 2 3000 0
342502 -0.0549348 0 2000 1555 1e-05 1e-06 1e-07 2 4000 0
620002 0.0208821 2000 0 159 1e-05 1e-06 1e-07 2 4000 0
747502 -0.0968028 0 2000 204 1e-05 1e-06 1e-07 2 4000 0
800001 0.0475657 138 0 3078 1e-05 1e-06 1e-07 2 4000 0
1355002 -0.0640343 0 367 3583 1e-05 1e-06 1e-07 2 4000 0
1362501 0.052969 2000 0 1180 1e-05 1e-06 1e-07 2 4000 0
1362502 0.046562 41 0 3817 1e-05 1e-06 1e-07 2 4000 0
1467502 0.153336 2000 0 886 1e-05 1e-06 1e-07 2 4000 0
1632501 -0.0766779 1 0 4000 1e-05 1e-06 1e-07 2 4000 0
1677502 0.0340198 2000 0 61 1e-05 1e-06 1e-07 2 4000 0
1737501 -0.00459875 663 0 2683 1e-05 1e-06 1e-07 2 4000 0
2990002 0.0223977 3 0 3986 1e-05 1e-06 1e-07 2 4000 0
3087501 0.00969526 1 0 3996 1e-05 1e-06 1e-07 2 4000 0
3710001 0.0744848 100 0 3771 1e-05 1e-06 1e-07 2 4000 0
3747502 -0.066052 0 2000 834 1e-05 1e-06 1e-07 2 4000 0
4092501 -0.149849 0 2000 58 1e-05 1e-06 1e-07 2 4000 0
4092502 -0.0938517 0 2000 749 1e-05 1e-06 1e-07 2 4000 0
4482501 0.0425499 2000 0 632 1e-05 1e-06 1e-07 2 4000 0
4617501 0.0968239 2000 0 703 1e-05 1e-06 1e-07 2 4000 0
4617501 -0.0514084 0 5 3932 1e-05 1e-06 1e-07 2 4000 0
4977501 -0.000164598 35 0 3199 1e-05 1e-06 1e-07 2 4000 0
342502 -0.0549348 0 2000 1555 1e-05 1e-06 1e-07 2 5000 0
455001 -0.0366918 1 0 4999 1e-05 1e-06 1e-07 2 5000 0
620002 0.0208821 2000 0 159 1e-05 1e-06 1e-07 2 5000 0
747502 -0.0968028 0 2000 204 1e-05 1e-06 1e-07 2 5000 0
800001 0.0475657 1026 0 3078 1e-05 1e-06 1e-07 2 5000 0
1355002 -0.0640343 0 952 3583 1e-05 1e-06 1e-07 2 5000 0
1362501 0.052969 2000 0 1180 1e-05 1e-06 1e-07 2 5000 0
1467502 0.153336 2000 0 886 1e-05 1e-06 1e-07 2 5000 0
1677502 0.0340198 2000 0 61 1e-05 1e-06 1e-07 2 5000 0
1737501 -0.00459875 1 0 2683 1e-05 1e-06 1e-07 2 5000 0
1737502 -0.00944779 2 0 4999 1e-05 1e-06 1e-07 2 5000 0
3710001 0.0744848 846 0 3771 1e-05 1e-06 1e-07 2 5000 0
3747502 -0.066052 0 2000 834 1e-05 1e-06 1e-07 2 5000 0
3882501 -0.0308 0 11 4977 1e-05 1e-06 1e-07 2 5000 0
3897501 0.0534183 248 0 4829 1e-05 1e-06 1e-07 2 5000 0
4092501 -0.149849 0 2000 58 1e-05 1e-06 1e-07 2 5000 0
4092502 -0.0938517 0 2000 749 1e-05 1e-06 1e-07 2 5000 0
4482501 0.0425499 2000 0 632 1e-05 1e-06 1e-07 2 5000 0
4617501 0.0968239 2000 0 703 1e-05 1e-06 1e-07 2 5000 0
192502 -0.00895027 0 1 6000 1e-05 1e-06 1e-07 2 6000 0
342502 -0.0549348 0 2000 1555 1e-05 1e-06 1e-07 2 6000 0
620002 0.0208821 2000 0 159 1e-05 1e-06 1e-07 2 6000 0
747501 -0.0358406 267 0 5417 1e-05 1e-06 1e-07 2 6000 0
747502 -0.0968028 0 2000 204 1e-05 1e-06 1e-07 2 6000 0
800001 0.0475657 1944 0 3078 1e-05 1e-06 1e-07 2 6000 0
1355002 -0.0640343 0 2000 3583 1e-05 1e-06 1e-07 2 6000 0
1362501 0.052969 2000 0 1180 1e-05 1e-06 1e-07 2 6000 0
1467502 0.153336 2000 0 886 1e-05 1e-06 1e-07 2 6000 0
1677502 0.0340198 2000 0 61 1e-05 1e-06 1e-07 2 6000 0
2015002 -0.0486618 0 3 5971 1e-05 1e-06 1e-07 2 6000 0
2457502 0.00872472 2 0 5997 1e-05 1e-06 1e-07 2 6000 0
3710001 0.0744848 2000 0 3771 1e-05 1e-06 1e-07 2 6000 0
3747502 -0.066052 0 2000 834 1e-05 1e-06 1e-07 2 6000 0
4092501 -0.149849 0 2000 58 1e-05 1e-06 1e-07 2 6000 0
4092502 -0.0938517 0 2000 749 1e-05 1e-06 1e-07 2 6000 0
4482501 0.0425499 2000 0 632 1e-05 1e-06 1e-07 2 6000 0
4617501 0.0968239 2000 0 703 1e-05 1e-06 1e-07 2 6000 0
4962501 -0.0386921 7 0 5981 1e-05 1e-06 1e-07 2 6000 0
342502 -0.0549348 0 2000 1555 1e-05 1e-06 1e-07 2 7000 0
620002 0.0208821 2000 0 159 1e-05 1e-06 1e-07 2 7000 0
747502 0.0147006 0 4 6561 1e-05 1e-06 1e-07 2 7000 0
747502 -0.0968028 0 2000 204 1e-05 1e-06 1e-07 2 7000 0
800001 0.0475657 2000 0 3078 1e-05 1e-06 1e-07 2 7000 0
800002 0.034605 41 0 6817 1e-05 1e-06 1e-07 2 7000 0
1355002 -0.0640343 0 2000 3583 1e-05 1e-06 1e-07 2 7000 0
1362501 0.052969 2000 0 1180 1e-05 1e-06 1e-07 2 7000 0
1467502 0.153336 2000 0 886 1e-05 1e-06 1e-07 2 7000 0
1677502 0.0340198 2000 0 61 1e-05 1e-06 1e-07 2 7000 0
2892501 -0.0634751 2 0 6986 1e-05 1e-06 1e-07 2 7000 0
2990001 0.0453504 0 8 6993 1e-05 1e-06 1e-07 2 7000 0
3020002 0.0774753 0 1 7000 1e-05 1e-06 1e-07 2 7000 0
3207502 -0.0420899 35 0 6826 1e-05 1e-06 1e-07 2 7000 0
3710001 0.0744848 2000 0 3771 1e-05 1e-06 1e-07 2 7000 0
3747502 -0.066052 0 2000 834 1e-05 1e-06 1e-07 2 7000 0
3830002 -0.0237247 4 0 6996 1e-05 1e-06 1e-07 2 7000 0
4092501 -0.149849 0 2000 58 1e-05 1e-06 1e-07 2 7000 0
4092502 -0.0938517 0 2000 749 1e-05 1e-06 1e-07 2 7000 0
4482501 0.0425499 2000 0 632 1e-05 1e-06 1e-07 2 7000 0
4617501 0.0968239 2000 0 703 1e-05 1e-06 1e-07 2 7000 0
342502 -0.0549348 0 2000 1555 1e-05 1e-06 1e-07 2 8000 0
620002 0.0208821 2000 0 159 1e-05 1e-06 1e-07 2 8000 0
747502 -0.0968028 0 2000 204 1e-05 1e-06 1e-07 2 8000 0
800001 0.0475657 2000 0 3078 1e-05 1e-06 1e-07 2 8000 0
1355002 -0.0640343 0 2000 3583 1e-05 1e-06 1e-07 2 8000 0
1362501 0.052969 2000 0 1180 1e-05 1e-06 1e-07 2 8000 0
1467502 0.153336 2000 0 886 1e-05 1e-06 1e-07 2 8000 0
